objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,2,0,47,34
1,2,true,4,6,17,17
1,3,true,10,3,6,61
1,4,true,1,4,0,36
1,5,true,0,3,1,8
2,1,true,1,1,1,2
2,2,true,2,1,6,3
2,3,true,7,84,17,10
2,4,true,1,2,27,25
2,5,true,1,4,7,10
3,1,true,1,13,19,3
3,2,true,0,4,16,4
3,3,true,0,37,13,3
3,4,true,1,76,14,2
3,5,true,2,3,0,1
3,6,true,2,8,0,2
3,7,true,1,0,17,0
4,1,true,2,60,49,4
4,2,true,0,9,6,1
4,3,true,0,11,49,1
4,4,true,2,5,3,0
5,1,true,5,8,26,14
5,2,true,0,35,10,3
5,3,true,0,13,18,2
5,4,true,0,26,0,40
6,1,true,1,1,1,1
6,2,true,0,0,0,0
6,3,true,0,0,0,3
6,4,true,0,6,0,6
6,5,true,1,1,2,1
6,6,true,2,8,3,3
6,7,true,2,2,1,6
6,8,true,1,9,0,2
6,9,true,1,59,0,2
6,10,true,1,19,0,8
6,11,true,2,6,0,1
6,12,true,1,74,26,30
6,13,true,1,19,30,6
7,1,true,7,8,0,3
7,2,true,1,21,28,11
7,3,true,0,32,7,21
8,1,true,0,6,47,8
8,2,true,0,13,2,3
8,3,true,0,7,4,5
9,1,true,2,17,20,23
9,2,true,2,15,17,19
9,3,true,0,2,0,3
9,4,true,0,1,0,0
9,5,true,5,9,0,15
9,6,true,2,1,9,7
9,7,true,1,10,0,3
10,1,true,0,5,10,3
10,2,true,0,1,1,6
10,3,true,0,6,12,25
10,4,true,3,39,17,6
10,5,true,1,9,0,1
11,1,true,0,1,9,0
11,2,true,1,23,11,1
11,3,true,0,4,3,0
12,1,true,0,4,0,4
12,2,true,1,9,0,0
12,3,true,0,5,9,6
12,4,true,4,10,4,2
12,5,true,0,5,2,8
12,6,true,2,3,6,13
