objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,366,338,1229,4
1,2,true,5,157,781,2
1,3,true,82,213,590,2
1,4,true,115,327,516,2
2,1,true,102,517,1130,1
2,2,true,243,429,748,1
2,3,true,3,247,1233,3
3,1,true,66,250,1186,2
3,2,true,16,65,789,0
3,3,true,395,331,1048,4
4,1,true,85,6,341,0
4,2,true,117,143,1149,1
4,3,true,109,54,1188,1
5,1,true,280,221,529,0
5,2,true,164,27,925,2
5,3,true,225,187,1135,2
6,1,true,270,251,1073,3
6,2,true,257,317,964,2
6,3,true,449,13,865,2
7,1,true,46,11,695,1
7,2,true,120,111,1407,1
7,3,false,177,8,1327,12
8,1,true,233,60,693,1
8,2,true,332,124,1480,4
8,3,true,617,106,926,2
9,1,true,364,383,1435,2
9,2,true,117,10,630,1
9,3,true,366,260,424,4
10,1,true,118,270,1035,1
10,2,true,253,85,833,4
10,3,true,156,57,592,9
10,4,true,236,44,634,13
10,5,true,525,152,580,1
11,1,true,235,107,980,2
11,2,true,149,174,941,5
11,3,true,94,19,751,2
12,1,true,365,304,718,2
12,2,true,150,259,1053,3
12,3,true,103,237,1108,6
13,1,true,221,357,550,0
13,2,true,419,367,1237,0
13,3,true,236,6,668,11
14,1,true,263,378,833,3
14,2,true,248,75,1020,0
14,3,true,170,98,978,0
14,4,true,174,119,777,1
15,1,true,72,35,851,0
15,2,true,358,221,1474,1
15,3,true,111,323,237,3
16,1,true,58,45,982,11
16,2,true,57,155,1159,0
16,3,true,152,941,1197,1
