objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
2,1,true,117,114,31,2
2,2,true,214,6,37,0
2,3,true,3,147,139,1
3,1,true,293,432,147,5
3,2,true,330,55,50,8
3,3,true,260,72,167,2
3,4,true,308,69,57,11
4,1,true,18,230,138,21
4,2,true,236,458,100,2
4,3,true,146,320,62,1
4,4,true,31,85,41,3
5,1,true,278,276,254,2
5,2,true,625,705,127,0
5,3,true,378,227,50,0
6,1,true,132,146,154,1
6,2,true,40,61,147,2
6,3,true,359,98,17,1
6,4,true,7,24,27,0
7,1,true,119,24,2,0
7,2,true,111,32,3,3
8,1,true,247,202,0,0
8,2,true,348,141,30,0
8,3,true,338,197,121,0
8,4,true,188,215,11,0
9,1,true,217,32,5,0
9,2,true,27,10,11,1
9,3,true,480,345,56,0
9,4,true,3,6,1,0
9,5,true,2,9,0,1
10,1,true,219,286,0,0
10,2,true,324,67,17,1
10,3,true,498,392,224,1
11,1,true,420,1,0,1
12,1,true,286,35,51,0
13,1,true,350,0,35,0
13,2,true,137,90,16,1
13,3,true,200,52,77,0
13,4,true,91,94,51,0
14,1,true,496,212,107,1
14,2,true,182,189,49,0
14,3,true,263,264,321,0
14,4,true,434,60,62,1
15,1,true,313,159,148,1
15,2,true,216,61,57,0
15,3,true,210,292,5,0
16,1,true,393,217,70,0
16,2,true,295,1,4,0
16,3,true,236,317,48,2
17,1,true,337,136,145,0
17,2,true,309,133,143,1
17,3,true,393,187,135,1
18,1,true,89,164,223,1
18,2,true,249,240,246,1
18,3,true,187,144,7,0
18,4,true,147,259,10,0
18,5,true,385,669,86,6
19,1,true,295,106,107,3
19,2,true,208,58,124,2
19,3,true,387,79,56,2
20,1,true,417,631,215,5
20,2,true,640,295,76,0
20,3,true,6,44,0,0
