objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,108,0,122,2
1,2,true,69,1,8,2
3,1,true,0,6641,138,3
3,2,true,3,0,12,0
4,1,true,0,3816,58,90
4,2,true,0,3387,143,59
4,3,true,0,979,0,0
4,4,true,0,1086,24,2
5,1,true,5,0,163,0
5,2,true,0,0,115,0
5,3,true,1,3325,1,0
5,4,true,5,1,63,0
6,1,true,0,0,256,0
6,2,true,2,0,27,2
6,3,true,0,0,54,0
7,1,true,1,8,1,0
7,2,true,0,62,2,0
7,3,true,0,826,9,0
8,1,true,0,8,102,0
9,1,true,0,0,58,0
9,2,true,0,3,35,1
10,1,true,0,3,36,0
10,2,true,0,6173,268,3
11,1,true,0,4,77,0
11,2,true,0,6378,354,7
11,3,true,5,2440,10,0
12,1,true,0,3101,60,11
12,2,true,2,240,73,0
12,3,true,0,2872,11,7
13,1,true,0,0,16,0
14,1,true,0,2869,70,0
14,2,true,0,3403,219,3
14,3,true,3,3329,38,5
15,1,true,0,8459,96,7
15,2,true,2,336,0,1
16,1,true,0,2961,129,6
16,2,true,1,0,34,2
16,3,true,1,3882,185,12
17,1,true,0,0,115,16
18,1,true,2,194,3,5
18,2,true,1,0,48,14
19,1,true,1,0,189,0
19,2,true,0,2870,243,46
19,3,true,4,2225,83,16
19,4,true,0,0,228,10
21,1,true,0,0,48,17
21,2,true,4,1292,4,3
22,1,true,0,4003,3,58
22,2,true,0,0,249,3
23,1,true,3,0,194,72
23,2,true,0,0,180,63
25,1,true,0,2277,34,17
25,2,true,0,4804,143,8
26,1,true,1,0,51,3
26,2,true,0,0,178,39
26,3,true,0,3250,86,2
27,1,true,0,0,165,38
