objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,408,499,544,0
1,2,true,287,282,314,0
1,3,true,335,56,314,5
1,4,true,426,126,360,4
1,5,true,319,351,504,3
1,6,true,456,444,505,0
1,7,true,367,397,430,2
1,8,true,391,574,511,2
1,9,true,51,243,333,0
2,1,true,563,314,475,2
2,2,true,583,437,270,1
2,3,true,277,93,449,1
2,4,true,75,129,411,2
2,5,true,337,401,496,0
2,6,true,393,309,427,0
2,7,true,334,141,440,0
2,8,true,368,126,479,1
3,1,true,723,135,591,1
3,2,true,474,103,496,3
3,3,true,526,96,463,2
3,4,true,54,4,485,1
3,5,true,345,15,412,4
3,6,true,404,16,391,10
3,7,true,362,32,440,0
3,8,true,195,39,174,0
3,9,true,263,64,409,0
3,10,true,299,27,167,1
3,11,true,163,24,93,1
3,12,true,414,171,453,1
3,13,true,356,10,210,1
3,14,true,462,230,265,1
4,1,true,301,132,446,0
4,2,true,498,124,828,4
4,3,true,230,92,333,1
4,4,true,359,195,794,3
4,5,true,245,54,214,1
4,6,true,506,172,120,0
4,7,true,301,181,251,0
4,8,true,272,112,258,0
4,9,true,212,184,351,0
4,10,true,231,281,170,2
5,1,true,285,77,285,2
5,2,true,280,95,244,1
5,3,true,124,117,344,0
5,4,true,117,114,323,0
5,5,true,284,28,217,1
5,6,true,175,19,318,0
5,7,true,20,13,700,2
5,8,true,448,347,396,0
5,9,true,711,635,624,0
6,1,true,310,73,441,2
6,2,true,419,332,752,1
6,3,true,347,152,307,2
6,4,true,275,11,296,0
6,5,true,372,30,341,1
6,6,true,357,109,792,0
6,7,true,394,142,507,1
6,8,true,414,103,696,1
7,1,true,419,109,389,0
7,2,true,387,95,440,0
7,3,true,181,5,1085,0
7,4,true,371,391,375,12
7,5,true,221,348,623,1
7,6,true,114,222,580,14
