objArrayNum,objNum,isGood,group,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,1,65,42,214,3
1,2,true,2,1,1,607,9
1,3,true,3,62,111,78,18
1,4,true,3,54,195,85,6
1,5,true,4,0,17,280,27
1,6,true,4,1,1,368,18
1,7,true,5,15,7,249,9
1,8,true,5,18,6,446,3
2,1,true,1,12,133,58,0
2,2,true,1,8,216,68,2
2,3,true,2,0,1,78,1
2,4,true,2,0,196,152,29
3,1,true,1,18,396,119,5
3,2,true,1,92,1,218,104
3,3,true,2,13,3,140,3
3,4,true,2,3,241,141,17
4,1,true,1,0,2,162,1
4,2,true,1,0,3,141,2
4,3,true,2,1,0,399,0
4,4,true,3,54,173,110,2
5,1,true,1,16,171,61,1
5,2,true,1,39,147,89,6
5,3,true,3,27,157,55,0
6,1,true,1,0,0,397,12
6,2,true,2,2,122,125,2
7,1,true,1,34,33,55,1
7,2,true,1,71,8,55,1
7,3,true,3,0,0,297,1
7,4,true,4,1,102,293,1
7,5,true,5,0,3,235,18
7,6,true,6,31,21,108,1
7,7,true,7,4,7,59,0
8,1,true,1,0,30,73,0
8,2,true,1,0,6,136,0
8,3,true,2,0,0,82,0
9,1,true,1,0,0,212,5
9,2,true,2,0,456,290,1
9,3,true,3,0,0,200,0
9,4,true,3,0,0,312,1
10,1,true,1,8,4,140,0
10,2,true,2,1,1,409,24
10,3,true,3,0,0,110,0
10,4,true,3,0,0,105,0
12,1,true,1,0,0,176,0
12,2,true,2,1,7,172,23
12,3,true,2,1,1,223,22
12,4,true,3,0,2,58,1
12,5,true,3,3,118,53,0
13,1,true,1,14,1,89,5
13,2,true,2,0,14,249,57
13,3,true,3,0,8,252,32
14,1,true,1,1,3,438,9
14,2,true,2,59,195,204,5
14,3,true,2,0,60,151,1
14,4,true,3,2,1,518,12
14,5,true,3,0,0,508,6
15,1,true,1,0,2,247,0
15,2,true,2,2,139,261,1
15,3,true,2,0,127,175,3
15,4,true,2,2,39,117,1
15,5,true,2,30,126,181,1
15,6,true,2,8,66,92,0
15,7,true,2,4,3,71,1
15,8,true,2,146,40,129,2
16,1,true,1,97,77,84,0
16,2,true,2,0,8,467,0
16,3,true,3,0,74,119,3
17,1,true,1,166,2,171,12
17,2,true,2,2,276,188,0
18,1,true,1,1,4,323,3
19,1,true,1,0,2,275,1
20,1,true,1,6,288,124,0
20,2,true,2,0,5,384,2
20,3,true,3,0,2,251,8
20,4,true,3,0,2,235,55
21,1,true,1,65,215,70,0
21,2,true,1,137,82,50,0
21,3,true,2,28,140,282,2
21,4,true,2,4,44,147,0
22,1,true,1,0,0,348,26
23,1,true,1,242,129,287,0
23,2,true,2,0,0,145,1
24,1,true,1,0,24,197,5
24,2,true,2,0,1,261,5
24,3,true,3,0,114,127,2
24,4,true,3,0,225,100,4
25,1,true,1,0,19,427,96
25,2,true,2,0,15,469,0
26,1,true,1,0,10,436,12
26,2,true,2,1,3,110,1
26,3,true,1,0,0,360,2
26,4,true,4,0,9,1091,2
27,1,true,1,1,0,207,2
27,2,true,2,0,148,248,9
27,3,true,2,2,0,379,47
27,4,true,2,0,0,434,4
28,1,true,1,0,22,530,3
28,2,true,2,5,156,157,6
28,3,true,3,316,5,36,16
28,4,true,4,207,13,36,21
28,5,true,5,0,1,259,18
28,6,true,5,2,5,186,22
29,1,true,1,0,62,101,0
29,2,true,1,0,50,242,0
29,3,true,3,0,5,360,10
30,1,true,1,90,169,43,0
30,2,true,1,104,153,32,0
31,1,true,1,16,181,43,1
31,2,true,2,0,1,327,6
31,3,true,3,0,10,116,0
31,4,true,4,0,37,96,0
31,5,true,4,0,46,128,2
31,6,true,4,3,163,110,0
31,7,true,4,3,205,107,1
32,1,true,1,1,0,269,18
32,2,true,2,0,0,243,0
32,3,true,3,0,0,300,2
32,4,true,4,7,34,124,0
