objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,12,4,8,25
1,2,true,11,5,53,1
1,3,true,2,1,35,7
1,4,true,7,2,43,2
1,5,true,1,6,38,2
1,6,true,5,1,22,7
1,7,true,37,98,44,7
1,8,true,2,53,1,1
2,1,true,171,139,44,3
2,2,true,197,108,53,4
2,3,true,3,76,39,3
2,4,true,9,109,27,11
3,1,true,0,8,87,1
3,2,true,1,10,35,1
3,3,true,16,0,71,11
3,4,true,1,0,36,9
3,5,true,1,0,55,8
3,6,false,1,0,31,1
4,1,true,3,1,16,2
4,2,true,0,2,81,2
4,3,true,12,1,76,4
4,4,true,2,0,146,47
4,5,true,2,1,6,0
4,6,true,5,4,220,18
5,1,true,0,0,26,18
5,2,true,0,0,42,70
5,3,true,0,3,0,16
5,4,true,0,1,0,5
5,5,true,3,152,48,10
5,6,true,1,13,40,7
6,1,true,0,0,38,22
6,2,true,1,1,51,1
6,3,true,0,0,51,0
6,4,true,0,2,82,0
6,5,true,1,10,67,5
6,6,true,0,0,156,6
6,7,true,0,0,73,30
6,8,true,1,1,67,1
6,9,true,1,1,48,1
7,1,true,0,1,86,0
7,2,true,6,87,85,18
7,3,true,1,7,65,4
7,4,true,4,8,62,15
8,1,true,1,0,79,0
8,2,true,1,1,106,0
8,3,true,1,21,19,2
8,4,true,4,19,4,2
8,5,true,1,2,91,6
8,6,true,1,3,55,52
8,7,true,1,3,72,3
9,1,true,0,0,90,7
9,2,true,1,2,92,0
9,3,true,0,2,95,0
9,4,true,0,0,144,27
9,5,true,1,1,60,24
10,1,true,57,132,33,18
10,2,true,77,173,34,1
10,3,true,1,1,256,73
10,4,true,0,4,243,34
10,5,true,1,0,279,41
11,1,true,5,0,113,12
11,2,true,0,0,67,17
11,3,true,5,0,106,5
11,4,true,0,3,171,21
12,1,true,1,14,77,25
13,1,true,0,0,129,9
13,2,true,0,0,134,24
13,3,true,0,149,147,0
13,4,true,3,16,0,0
13,5,true,0,3,63,11
13,6,true,0,0,41,17
14,1,true,3,2,144,32
14,2,true,1,0,96,37
14,3,true,11,137,103,2
14,4,true,6,127,41,0
14,5,true,5,1,183,5
14,6,true,0,0,19,5
14,7,true,30,192,79,17
14,8,true,0,0,148,3
15,1,true,11,19,159,9
15,2,true,1,0,25,17
15,3,true,0,0,25,21
