objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,66,28,112,1
1,2,true,267,3,192,0
1,3,true,183,6,237,1
1,4,true,387,124,367,2
1,5,true,227,61,355,1
2,1,true,157,89,167,0
2,2,true,335,261,799,4
2,3,true,192,207,294,0
2,4,true,389,144,549,0
2,5,true,276,580,76,3
3,1,true,216,19,241,0
3,2,true,71,24,74,0
3,3,true,320,76,358,1
4,1,true,283,155,380,0
4,2,true,198,185,259,0
4,3,true,239,79,322,0
4,4,true,185,98,305,0
4,5,true,160,42,280,0
4,6,true,0,12,7,0
4,7,true,298,171,357,2
5,1,true,101,116,195,0
5,2,true,82,18,210,1
5,3,true,167,68,295,0
5,4,true,169,74,218,0
5,5,true,172,52,360,0
5,6,true,120,34,225,1
5,7,true,266,10,153,0
5,8,true,185,112,199,0
6,1,true,236,95,133,0
6,2,true,198,282,226,0
6,3,true,48,7,102,1
7,1,true,124,9,106,1
7,2,true,382,368,409,2
7,3,true,4,11,11,0
7,4,true,31,14,10,4
7,5,true,227,358,327,0
7,6,true,239,21,303,0
7,7,true,245,164,199,0
7,8,true,204,270,173,0
8,1,true,445,35,353,1
8,2,true,137,304,35,0
8,3,true,281,35,407,1
8,4,true,297,120,529,2
8,5,true,146,66,219,1
9,1,true,464,566,646,0
9,2,true,457,220,320,2
9,3,true,15,18,3,0
9,4,true,180,43,176,1
9,5,true,452,33,443,0
9,6,true,176,313,372,0
10,1,true,113,16,97,2
10,2,true,0,5,9,1
10,3,true,664,69,403,0
10,4,true,166,45,164,1
10,5,true,374,135,328,1
10,6,true,11,12,182,1
10,7,true,148,159,285,2
10,8,true,342,6,257,2
10,9,true,114,57,187,0
