objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,4,15,598,0
1,2,true,114,30,918,3
1,3,false,34,63,980,4
1,4,true,32,30,713,1
2,1,true,113,43,348,1
2,2,true,63,6,712,1
2,3,true,230,26,626,22
2,4,true,166,23,672,1
2,5,true,1,0,381,0
3,1,true,31,8,609,3
3,2,true,9,6,692,0
3,3,true,132,15,970,1
4,1,true,65,8,325,0
4,2,true,51,29,398,0
4,3,true,240,95,832,5
5,1,true,127,60,949,1
5,2,true,31,31,784,1
5,3,true,14,83,530,2
6,1,true,1,12,519,0
6,2,true,158,39,1141,4
6,3,true,21,31,967,4
7,1,true,42,3,1117,0
7,2,true,3,41,516,1
7,3,true,31,13,742,2
7,4,false,71,6,498,3
7,5,true,21,7,531,0
8,1,true,25,8,749,3
8,2,true,2,1,549,3
8,3,true,19,28,870,2
9,1,true,53,6,662,1
9,2,true,41,2,406,1
9,3,true,15,42,1168,2
9,4,true,167,63,865,4
10,1,true,1,21,1039,3
10,2,true,17,9,320,3
10,3,true,14,12,406,2
10,4,true,46,88,941,0
11,1,true,22,5,789,3
11,2,true,28,8,1099,2
11,3,true,4,3,1409,1
11,4,true,11,21,655,2
12,1,true,114,43,664,2
12,2,true,41,7,720,0
12,3,true,7,12,555,4
13,1,true,5,5,447,1
13,2,false,37,6,383,1
14,1,true,63,76,970,4
14,2,true,51,71,1256,0
14,3,true,62,41,853,5
15,1,true,303,73,1239,4
15,2,true,116,25,1016,3
15,3,true,85,28,557,1
15,4,true,136,14,574,4
15,5,true,180,90,1241,3
16,1,true,80,35,795,3
16,2,true,135,77,906,3
16,3,true,34,57,376,1
17,1,true,11,4,855,1
17,2,true,25,12,524,5
17,3,true,26,6,619,2
17,4,true,181,113,924,4
17,5,true,212,4,743,2
18,1,true,46,20,352,2
18,2,true,64,8,511,3
18,3,true,39,3,663,4
19,1,true,42,12,439,1
19,2,true,93,15,636,2
19,3,true,109,120,421,2
20,1,true,60,8,495,5
20,2,true,29,13,510,1
21,1,true,188,110,909,3
21,2,false,142,40,1490,2
22,1,true,5,17,518,2
22,2,true,17,9,380,0
22,3,true,23,5,433,2
22,4,false,22,2,927,1
22,5,true,21,36,488,0
22,6,true,12,8,590,3
23,1,true,4,12,276,0
23,2,true,58,15,589,0
23,3,false,1,13,863,0
24,1,true,49,8,653,0
24,2,true,35,9,424,1
24,3,true,34,16,546,1
25,1,true,13,27,213,0
25,2,true,12,22,234,0
25,3,true,75,10,524,1
26,1,true,10,15,504,0
26,2,true,49,22,604,1
26,3,true,128,4,474,3
27,1,true,41,7,449,0
27,2,true,110,45,579,5
27,3,true,33,10,464,1
28,1,true,24,0,720,0
28,2,true,87,4,329,1
28,3,true,94,69,646,3
28,4,true,45,6,539,4
29,1,true,14,29,655,1
29,2,true,88,33,692,3
29,3,true,12,49,572,0
29,4,true,7,10,672,0
29,5,true,64,4,717,3
30,1,true,123,7,827,2
30,2,true,107,16,647,23
31,1,true,249,248,1184,1
31,2,true,408,14,791,1
32,1,true,112,27,921,2
33,1,true,96,8,783,12
33,2,true,79,6,648,0
