objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
6,7,FALSE,22,8,102,0
1,1,TRUE,27,103,5,64
1,2,TRUE,17,22,11,0
1,3,TRUE,39,109,13,2
1,4,TRUE,32,48,19,0
3,1,TRUE,36,27,77,0
4,1,TRUE,2,4,25,0
4,2,TRUE,23,11,12,0
4,3,TRUE,110,31,12,0
5,1,TRUE,8,11,1,0
5,2,TRUE,66,18,31,0
5,3,TRUE,44,100,36,0
5,4,TRUE,8,38,15,0
5,5,TRUE,65,124,17,0
6,1,TRUE,6,158,323,1
6,2,TRUE,4,45,46,0
6,3,TRUE,33,255,162,3
6,4,TRUE,11,45,15,3
6,5,TRUE,10,4,8,0
6,6,TRUE,3,6,24,0
7,1,TRUE,0,0,14,0
7,2,TRUE,7,17,40,0
7,3,TRUE,6,6,21,1
7,4,TRUE,19,73,76,0
9,1,TRUE,63,73,129,0
9,2,TRUE,30,43,56,0
10,1,TRUE,4,2,70,0
10,2,TRUE,0,6,40,0
12,1,TRUE,3,3,23,0
12,2,TRUE,166,202,144,2
13,1,TRUE,2,39,4,0
13,2,TRUE,29,9,13,0
14,1,TRUE,12,148,3,2
14,2,TRUE,22,63,23,1
14,3,TRUE,42,50,25,1
14,4,TRUE,6,105,10,2
14,5,TRUE,42,26,113,2
15,1,TRUE,16,32,45,0
15,2,TRUE,1,29,19,0
15,3,TRUE,9,42,24,0
15,4,TRUE,51,39,100,0
15,5,TRUE,41,10,39,0
15,6,TRUE,28,23,0,0
16,1,TRUE,37,26,13,1
16,2,TRUE,108,75,57,1
17,1,TRUE,40,9,0,0
17,2,TRUE,63,121,38,1
