objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,248,59,325,0
1,2,true,307,74,295,0
1,3,true,217,16,229,0
1,4,true,142,9,141,1
1,5,true,185,306,737,0
2,1,true,277,106,472,0
2,2,true,293,87,390,2
2,3,true,284,302,486,0
2,4,true,213,166,279,1
2,5,true,284,89,369,1
2,6,true,256,120,475,2
2,7,true,318,255,536,3
2,8,true,208,191,430,1
3,1,true,150,135,501,0
3,2,true,675,647,629,5
4,1,true,190,186,434,0
4,2,true,247,197,534,0
4,3,true,143,98,242,1
4,4,true,63,64,246,2
4,5,true,319,1,225,0
4,6,true,239,0,207,1
5,1,true,415,101,885,0
5,2,true,95,62,407,0
5,3,true,40,84,397,0
5,4,true,220,267,176,0
5,5,true,232,294,195,0
5,6,true,347,1,237,0
5,7,true,283,0,289,2
5,8,true,422,638,114,0
6,1,true,77,383,575,0
6,2,true,52,322,470,0
6,3,true,232,235,239,6
6,4,true,228,202,327,3
6,5,true,320,680,605,0
6,6,true,181,141,403,0
6,7,true,210,1,172,0
6,8,true,218,0,451,0
7,1,true,195,1,191,0
7,2,true,140,1,182,7
7,3,true,217,196,297,0
7,4,true,182,161,388,0
7,5,false,203,136,1,1
7,6,true,167,113,63,1
7,7,true,475,0,275,0
7,8,true,432,0,713,0
7,9,true,231,2,401,0
7,10,true,54,126,194,0
8,1,true,192,76,268,0
8,2,true,152,7,62,1
8,3,true,222,5,301,0
8,4,true,266,7,220,1
8,5,true,194,174,357,0
9,1,true,333,315,372,1
9,2,true,221,100,517,1
9,3,true,79,72,143,0
9,4,true,245,88,182,1
9,5,true,203,88,241,0
9,6,true,334,33,326,0
9,7,true,150,7,227,0
10,1,true,427,244,323,0
10,2,true,271,34,330,2
10,3,true,228,21,316,1
10,4,true,217,125,191,2
10,5,true,272,174,298,1
