objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,3,73,886,0
1,2,true,72,29,999,1
1,3,false,253,34,818,1
2,1,true,15,297,1386,7
2,2,true,62,650,1562,2
2,3,true,414,113,1155,1
2,4,true,169,12,1146,1
3,1,true,82,444,1071,2
3,2,true,130,280,1054,1
3,3,true,93,276,1921,0
4,1,true,23,496,932,2
4,2,true,176,433,1609,1
4,3,true,206,588,1856,0
5,1,true,162,265,1071,3
5,2,true,537,623,1227,2
5,3,true,44,101,954,3
6,1,true,127,132,749,8
6,2,true,41,70,480,2
6,3,true,4,314,1292,0
7,1,true,102,446,1420,5
7,2,true,31,111,683,2
7,3,true,127,84,958,4
8,1,true,204,175,1495,13
8,2,true,2,230,1089,5
8,3,true,221,153,803,0
9,1,true,28,254,1536,3
9,2,true,180,128,1469,2
10,1,true,205,894,1515,8
10,2,true,370,8,1009,4
10,3,true,91,238,850,4
11,1,true,146,46,691,5
11,2,true,110,42,936,14
11,3,true,17,280,774,0
12,1,true,40,59,940,8
12,2,true,95,336,876,1
12,3,true,151,31,707,7
12,4,true,49,1,473,3
13,1,true,86,277,763,1
13,2,true,121,248,828,2
13,3,true,7,448,881,3
13,4,true,6,42,1087,2
14,1,true,81,208,1441,3
14,2,true,466,146,606,1
14,3,true,10,1020,2128,8
14,4,true,74,252,906,1
15,1,true,12,44,1120,0
15,2,true,474,115,1176,11
16,1,true,183,70,811,1
16,2,true,14,150,971,1
16,3,true,72,41,1035,2
