objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
5,4,FALSE,0,1,13,0
1,1,TRUE,102,137,472,0
1,2,TRUE,165,253,318,2
1,3,TRUE,328,528,616,2
1,4,TRUE,194,74,87,3
2,1,TRUE,96,16,130,3
2,2,TRUE,80,8,46,0
2,3,TRUE,121,0,111,0
3,1,TRUE,43,19,61,0
3,2,TRUE,94,67,109,0
3,3,TRUE,107,3,76,0
4,1,TRUE,97,5,158,0
4,2,TRUE,178,78,218,0
4,3,TRUE,34,2,27,0
5,1,TRUE,228,272,105,2
5,2,TRUE,126,1,14,0
5,3,TRUE,124,23,140,5
6,1,TRUE,86,6,77,0
6,2,TRUE,122,171,149,0
6,3,TRUE,94,13,151,0
6,4,TRUE,18,5,37,0
6,5,TRUE,78,40,85,0
7,1,TRUE,447,4,50,0
7,2,TRUE,139,7,120,0
7,3,TRUE,135,20,175,0
7,4,TRUE,130,51,261,1
8,1,TRUE,121,21,292,1
8,2,TRUE,148,8,208,0
8,3,TRUE,115,27,92,1
9,1,TRUE,1,0,349,0
9,2,TRUE,0,0,18,0
9,3,TRUE,9,3,148,0
9,4,TRUE,106,1,173,1
10,1,TRUE,273,0,13,0
10,2,TRUE,541,3,98,0
10,3,TRUE,14,3,98,0
10,4,TRUE,9,0,136,0
10,5,TRUE,146,25,203,7
11,1,TRUE,11,1,45,0
11,2,TRUE,156,22,377,16
11,3,TRUE,2,0,9,0
11,4,TRUE,203,10,124,0
11,5,TRUE,69,1,57,2
11,6,TRUE,2,2,26,0
11,7,TRUE,631,0,75,0
12,1,TRUE,18,9,126,0
12,2,TRUE,165,16,252,3
12,3,TRUE,24,18,127,0
12,4,TRUE,30,1,44,2
12,5,TRUE,225,17,236,2
13,1,TRUE,0,5,13,0
13,2,TRUE,5,2,47,3
13,3,TRUE,5,5,210,0
13,4,TRUE,0,3,85,0
14,1,TRUE,208,1,271,2
14,2,TRUE,204,36,258,4
14,3,TRUE,116,10,22,0
14,4,TRUE,276,4,8,0
14,5,TRUE,0,0,77,0
14,6,TRUE,1,0,27,0
15,1,TRUE,23,3,179,11
15,2,TRUE,213,236,307,1
15,3,TRUE,222,17,242,2
15,4,TRUE,612,3,5,0
16,1,TRUE,228,100,151,1
16,2,TRUE,88,28,115,2
16,3,TRUE,217,253,459,1
16,4,TRUE,209,91,149,0
16,5,TRUE,44,6,49,0
17,1,TRUE,151,40,212,0
17,2,TRUE,121,1,267,6
17,3,TRUE,94,7,58,1
17,4,TRUE,31,0,16,0
17,5,TRUE,272,0,125,0
17,6,TRUE,251,296,135,0
17,7,TRUE,36,0,170,17
17,8,TRUE,6,0,79,2
18,1,TRUE,12,589,560,18
18,2,TRUE,171,5,322,4
18,3,TRUE,144,7,244,0
19,1,TRUE,62,13,150,0
19,2,TRUE,88,1,170,0
19,3,TRUE,26,3,141,0
19,4,TRUE,7,4,159,0
19,5,TRUE,89,252,234,7
19,6,TRUE,165,54,116,3
19,7,TRUE,57,11,178,1
19,8,TRUE,60,5,288,0
20,1,TRUE,93,1,125,1
20,2,TRUE,57,7,44,2
20,3,TRUE,227,8,397,0
20,4,TRUE,233,41,302,3
20,5,TRUE,38,4,172,0
21,1,TRUE,107,130,84,4
21,2,TRUE,206,192,129,1
21,3,TRUE,44,2,10,0
21,4,TRUE,105,13,124,0
21,5,TRUE,30,3,30,0
22,1,TRUE,8,1,67,0
22,2,TRUE,37,0,73,0
22,3,TRUE,242,0,410,19
22,4,TRUE,57,16,61,0
22,5,TRUE,81,5,55,1
22,6,TRUE,35,81,10,0
23,1,TRUE,196,18,142,0
23,2,TRUE,207,7,181,3
23,3,TRUE,193,25,151,1
24,1,TRUE,138,2,77,0
24,2,TRUE,10,7,278,3
24,3,TRUE,234,27,171,0
24,4,TRUE,47,1,143,0
24,5,TRUE,14,2,87,0
25,1,TRUE,130,0,253,13
25,2,TRUE,35,0,73,0
25,3,TRUE,101,14,92,2
26,1,TRUE,406,681,451,5
26,2,TRUE,473,2,9,0
27,1,TRUE,12,58,74,1
28,1,TRUE,59,0,126,0
28,2,TRUE,37,2,37,0
28,3,TRUE,79,1,103,0
28,4,TRUE,20,5,76,0
29,1,TRUE,134,14,31,2
29,2,TRUE,230,84,149,5
30,1,TRUE,67,3,82,2
30,2,TRUE,29,1,9,0
30,3,TRUE,58,24,32,1
30,4,TRUE,237,158,208,1
31,1,TRUE,66,6,249,1
31,2,TRUE,100,28,9,0
31,3,TRUE,26,24,53,0
31,4,TRUE,113,312,180,1
31,5,TRUE,166,79,234,0
32,1,TRUE,159,1,164,3
32,2,TRUE,92,3,128,0
33,1,TRUE,10,1,9,0
33,2,TRUE,6,11,2,0
33,3,TRUE,6,7,29,0
34,1,TRUE,152,7,47,0
34,2,TRUE,215,54,107,2
