objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,217,68,157,0
1,2,true,283,56,202,0
1,3,true,10,66,33,0
1,4,true,36,30,51,2
1,5,true,23,84,75,0
2,1,true,0,0,26,0
2,2,true,0,0,10,0
2,3,true,0,0,44,0
2,4,true,0,0,17,0
2,5,true,93,3,124,0
2,6,true,71,3,49,1
2,7,true,34,0,128,0
2,8,true,88,0,186,0
2,9,true,87,14,160,5
2,10,true,83,7,67,0
2,11,true,90,3,71,0
3,1,true,50,3,124,1
3,2,true,49,0,54,5
3,3,true,78,1,105,1
3,4,true,89,106,97,0
3,5,true,170,87,204,2
3,6,true,109,60,119,1
3,7,true,196,187,193,1
4,1,true,159,257,126,0
4,2,true,190,167,100,0
4,3,true,64,2,111,0
4,4,true,64,3,137,0
4,5,true,45,2,175,1
5,1,true,197,124,188,1
5,2,true,187,102,127,0
5,3,true,120,186,127,1
5,4,true,293,476,254,0
5,5,true,4,1,88,0
5,6,true,4,1,113,0
5,7,true,31,1,185,0
5,8,true,79,1,204,0
5,9,true,179,3,390,0
6,1,true,141,44,232,0
6,2,true,143,0,126,0
6,3,true,91,0,233,0
6,4,true,137,1,180,2
6,5,true,152,2,240,0
6,6,true,136,3,219,0
7,1,true,232,2,128,1
7,2,true,183,7,50,1
7,3,true,148,30,78,0
7,4,true,222,81,143,0
8,1,true,235,63,218,1
8,2,true,173,38,140,0
8,3,true,164,29,216,2
8,4,true,214,119,208,1
8,5,true,415,188,543,1
8,6,true,408,142,331,0
9,1,true,433,11,250,0
9,2,true,276,8,219,0
9,3,true,90,14,157,0
9,4,true,145,16,180,0
9,5,true,130,38,96,1
9,6,true,85,166,73,0
9,7,true,103,179,104,1
10,1,true,113,20,220,1
10,2,true,113,14,291,0
10,3,true,128,55,209,0
10,4,true,156,6,124,1
