dataFile,objNum,isGood,alexa.RNA,tmr.RNA,cy.RNA,GAPDH.RNA
data002.mat,1,1,0,550,434,1180
data002.mat,2,1,0,0,27,689
data002.mat,3,1,0,71,72,611
data002.mat,4,1,1,99,8,595
data002.mat,5,1,10,79,400,536
data002.mat,6,1,2,15,114,907
data002.mat,7,1,3,218,212,595
data002.mat,8,1,7,136,82,1034
data002.mat,9,1,1,61,406,589
data002.mat,10,1,0,106,124,517
data002.mat,11,1,4,137,7,772
data003.mat,1,1,0,351,452,993
data003.mat,2,1,0,250,179,895
data003.mat,3,1,1,539,793,1595
data003.mat,4,1,4,249,1,721
data003.mat,5,1,0,376,217,477
data003.mat,6,1,0,414,136,717
data003.mat,7,1,0,147,358,702
data003.mat,8,1,0,198,247,476
data004.mat,1,0,0,369,768,1027
data004.mat,2,1,0,201,92,574
data004.mat,3,1,1,162,5,619
data004.mat,4,1,0,45,290,738
data004.mat,5,1,1,257,576,808
data005.mat,1,1,1,233,101,845
data005.mat,2,1,0,24,116,560
data005.mat,3,1,0,480,0,684
data005.mat,4,1,1,303,838,986
data005.mat,5,1,6,207,608,916
data006.mat,1,1,0,4,254,903
data006.mat,2,1,0,28,55,787
data006.mat,3,1,0,478,349,1309
data006.mat,4,1,0,201,10,1029
data006.mat,5,1,1,252,373,836
data006.mat,6,1,1,7,140,438
data007.mat,1,1,1,308,368,955
data007.mat,2,1,0,234,478,877
data007.mat,3,1,2,0,108,671
data007.mat,4,1,1,315,277,676
data007.mat,5,1,2,33,1,659
data007.mat,6,1,1,288,150,843
data007.mat,7,1,0,72,28,446
data007.mat,8,1,0,0,35,567
data007.mat,9,1,0,576,16,1224
data007.mat,10,1,0,62,31,550
data008.mat,1,1,1,202,5,641
data008.mat,2,1,0,228,377,699
data008.mat,3,1,0,8,4,698
data008.mat,4,1,0,122,195,515
data008.mat,5,1,0,603,850,1286
data008.mat,6,1,1,104,4,750
data008.mat,7,1,0,62,268,985
data009.mat,1,1,0,16,64,538
data009.mat,2,1,1,177,172,646
data009.mat,3,1,1,7,207,523
data009.mat,4,1,11,191,6,1208
data009.mat,5,1,0,14,139,1020
data009.mat,6,1,2,99,212,557
data009.mat,7,1,0,361,358,715
data010.mat,1,1,0,149,160,498
data010.mat,2,1,0,3,0,575
data010.mat,3,1,0,112,141,482
data010.mat,4,1,0,458,308,695
data010.mat,5,1,0,140,148,563
data010.mat,6,1,5,660,406,820
data010.mat,7,1,0,7,95,701
data010.mat,8,1,0,152,36,626
data010.mat,9,1,0,145,487,1376
data011.mat,1,1,5,160,275,573
data011.mat,2,1,0,211,24,488
data011.mat,3,1,0,18,119,531
data011.mat,4,1,4,294,159,617
data011.mat,5,1,0,149,25,595
data011.mat,6,1,1,146,24,557
data011.mat,7,1,2,195,58,898
data011.mat,8,1,0,357,573,983
data012.mat,1,1,2,12,45,529
data012.mat,2,1,0,258,55,730
data012.mat,3,0,0,249,5,1431
data012.mat,4,1,0,182,237,769
data012.mat,5,1,0,8,25,499
data012.mat,6,1,0,35,140,659
data012.mat,7,1,2,192,53,668
data013.mat,1,1,0,421,65,788
data013.mat,2,1,0,163,387,765
data013.mat,3,1,0,5,274,521
data013.mat,4,1,0,333,261,774
data013.mat,5,1,1,68,3,850
data013.mat,6,1,2,195,432,770
data014.mat,1,1,0,192,212,995
data014.mat,2,1,2,19,110,747
data014.mat,3,1,0,273,316,1093
data014.mat,4,1,1,28,240,649
data014.mat,5,1,0,64,124,834
data014.mat,6,1,1,218,108,816
data014.mat,7,1,13,371,425,976
data015.mat,1,1,4,160,87,939
data015.mat,2,1,8,133,158,682
data015.mat,3,1,6,372,307,783
data016.mat,1,1,9,650,374,1623
data016.mat,2,1,0,52,0,896
data016.mat,3,1,0,341,52,1143
data016.mat,4,1,0,109,327,618
data017.mat,1,1,0,70,219,812
data017.mat,2,1,0,196,268,965
data017.mat,3,1,3,263,340,533
data017.mat,4,1,0,35,0,952
data017.mat,5,1,1,285,212,1023
data018.mat,1,1,0,330,289,682
data018.mat,2,1,0,147,0,717
data018.mat,3,1,0,446,167,574
data018.mat,4,1,0,233,221,748
data019.mat,1,1,0,45,10,1144
data019.mat,2,1,0,40,274,506
data019.mat,3,1,3,64,141,796
data019.mat,4,1,0,2,32,682
data020.mat,1,1,0,35,0,680
data020.mat,2,1,0,26,11,726
data020.mat,3,1,0,0,62,696
data020.mat,4,1,1,23,24,718
data020.mat,5,1,0,225,91,764
