objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,4,312,925,1
1,2,true,49,87,680,3
1,3,true,42,88,836,4
1,4,true,109,111,532,0
1,5,true,53,362,1583,1
2,1,true,167,52,511,5
2,2,true,1,129,968,0
2,3,true,73,168,1283,3
2,4,true,97,132,1017,2
2,5,true,31,68,1081,1
2,6,true,55,401,1341,2
2,7,true,278,142,1022,4
3,1,true,114,81,970,2
3,2,true,58,109,750,0
3,3,true,164,70,834,21
3,4,true,82,64,437,2
3,5,true,8,94,797,8
3,6,true,145,119,746,1
3,7,true,24,172,654,1
4,1,true,80,300,1133,1
4,2,true,70,42,312,3
4,3,true,73,155,759,2
4,4,true,25,9,425,4
4,5,true,28,55,802,2
4,6,true,149,60,718,18
4,7,true,93,230,541,5
4,8,true,65,167,598,1
5,1,true,72,40,574,12
5,2,true,185,360,511,1
5,3,true,6,85,626,2
5,4,true,17,150,736,3
5,5,true,54,112,560,1
5,6,true,98,453,813,2
6,1,true,2,168,961,0
6,2,true,22,29,551,0
6,3,true,117,188,1315,0
6,4,true,90,56,860,1
7,1,true,311,439,1296,0
7,2,true,5,45,653,1
7,3,true,10,382,784,1
7,4,true,2,668,801,0
7,5,true,14,88,443,1
7,6,true,1,63,621,0
7,7,true,0,91,599,0
8,1,true,103,55,930,2
8,2,true,38,84,957,1
8,3,true,6,149,954,0
8,4,true,16,142,518,0
8,5,true,6,224,763,1
8,6,true,15,44,684,2
9,1,true,7,149,683,0
9,2,true,14,162,981,2
9,3,true,36,142,501,0
9,4,true,52,107,940,0
9,5,true,14,69,746,0
10,1,true,5,48,1014,1
10,2,true,31,57,475,0
10,3,true,47,29,479,1
10,4,true,29,80,666,1
10,5,true,2,62,1040,0
10,6,true,5,73,840,0
11,1,true,16,50,565,4
11,2,true,70,59,892,1
11,3,true,102,115,532,2
11,4,true,1,102,538,1
11,5,true,8,157,836,0
11,6,true,7,255,846,0
12,1,true,22,569,1689,4
12,2,true,36,72,398,6
12,3,true,100,115,583,3
12,4,true,156,152,1189,6
13,1,true,6,71,831,1
13,2,true,118,92,779,0
13,3,true,276,136,767,6
13,4,true,15,28,532,0
14,1,true,8,97,785,2
14,2,true,35,90,659,0
14,3,true,1,175,731,1
14,4,true,112,62,470,0
14,5,true,14,36,533,2
15,1,true,80,84,772,1
15,2,true,38,44,437,2
15,3,true,1,124,795,2
15,4,true,104,173,756,1
15,5,true,127,52,789,7
16,1,true,111,142,909,3
16,2,true,40,54,635,0
16,3,true,6,406,994,5
16,4,true,5,53,530,0
17,1,true,55,134,783,4
17,2,true,13,127,760,0
17,3,true,4,82,517,0
17,4,true,22,240,529,0
17,5,true,9,40,559,2
18,1,true,13,36,610,2
18,2,true,33,183,851,2
18,3,true,18,139,1432,2
19,1,true,17,185,621,3
19,2,true,35,29,480,3
19,3,true,29,114,710,2
19,4,true,16,116,540,1
20,1,true,15,139,883,1
20,2,true,125,199,846,1
21,1,true,27,97,597,0
21,2,true,60,153,1166,4
21,3,true,13,43,522,2
