objArrayNum,objNum,isGood,group,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,1,135,202,272,2
1,2,true,2,440,61,205,4
1,3,true,2,459,101,383,2
1,4,true,2,367,57,367,0
2,1,true,1,307,29,428,0
2,2,true,1,445,31,361,1
2,3,true,1,646,67,666,0
3,1,true,1,368,247,289,0
3,2,true,1,202,126,246,0
3,3,true,3,529,234,422,3
3,4,false,1,271,178,147,0
3,5,true,1,348,252,443,2
4,1,true,1,19,536,284,4
4,2,true,2,456,89,397,0
5,1,true,1,594,457,369,0
5,2,true,1,468,432,328,0
5,3,true,1,790,240,348,2
5,4,true,4,460,57,518,0
6,1,true,1,1203,386,817,2
6,2,true,2,259,34,440,0
6,3,true,2,305,27,562,2
6,4,true,4,263,172,325,1
6,5,true,4,334,396,261,0
7,1,true,1,496,118,444,3
7,2,true,1,409,124,475,1
7,3,true,3,48,209,83,0
7,4,true,3,499,250,344,0
8,1,true,1,557,838,553,1
8,2,true,2,495,861,585,8
8,3,true,3,279,0,139,0
8,4,true,3,464,17,270,1
9,1,true,1,490,11,312,0
9,2,true,1,653,36,390,4
9,3,true,3,530,64,424,2
10,1,true,1,532,179,896,0
10,2,true,1,550,110,768,0
11,1,true,1,1146,98,1309,0
12,1,true,1,883,59,448,0
12,2,true,2,23,5,76,2
12,3,true,2,192,44,156,0
13,1,true,1,327,76,403,1
13,2,true,2,482,44,627,0
13,3,true,2,513,42,508,3
14,1,true,1,496,28,446,4
14,2,true,1,930,23,541,4
14,3,true,3,450,124,691,0
15,1,true,1,526,166,1129,0
15,2,true,1,528,220,435,0
16,1,true,1,152,164,224,0
16,2,true,1,309,228,239,1
16,3,true,1,651,446,494,0
17,1,true,1,802,342,541,2
18,1,true,1,471,9,607,0
18,2,true,2,1553,358,690,3
19,1,true,1,324,177,140,2
19,2,true,1,231,160,307,0
19,3,true,3,450,145,254,2
19,4,true,3,429,39,260,0
20,1,true,1,523,335,237,0
20,2,true,2,303,358,234,0
20,3,true,2,328,84,103,1
21,1,true,1,413,258,150,1
21,2,true,2,415,95,247,1
21,3,true,2,311,55,215,0
21,4,true,3,697,246,296,1
21,5,true,3,444,414,431,1
21,6,false,2,388,67,0,1
21,7,true,4,427,462,449,0
21,8,true,4,450,327,282,0
22,1,true,1,386,4,373,2
22,2,true,2,496,221,620,4
22,3,true,3,93,45,402,1
22,4,true,4,1338,792,1288,0
22,5,true,5,713,168,366,0
22,6,true,5,181,168,72,0
22,7,true,5,618,25,308,0
23,1,true,1,1279,175,1096,1
23,2,true,2,594,211,170,1
23,3,true,2,502,150,219,0
23,4,false,4,262,10,90,0
24,1,true,1,476,186,458,1
24,2,true,2,1154,137,1341,0
24,3,true,3,360,8,417,2
24,4,true,3,607,1,229,0
25,1,true,1,758,124,95,0
25,2,false,1,757,38,86,0
25,3,true,1,395,181,247,1
25,4,true,4,657,983,266,1
25,5,true,2,618,493,414,0
25,6,true,2,531,499,329,0
26,1,true,1,241,224,179,1
26,2,true,1,263,331,222,1
26,3,true,3,532,138,599,0
26,4,true,4,306,261,132,0
26,5,true,4,925,842,340,0
26,6,true,6,1159,847,414,2
26,7,true,5,519,343,411,0
26,8,true,5,459,678,725,0
26,9,true,2,437,229,423,2
26,10,true,2,292,129,174,0
27,1,true,1,304,448,481,2
27,2,true,1,250,309,396,2
27,3,true,3,588,14,554,0
27,4,true,3,870,10,349,0
27,5,true,2,392,36,316,2
28,1,true,1,609,193,143,1
28,2,true,1,396,94,184,0
