objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,480,226,369,1
1,2,true,384,132,279,1
1,3,true,435,313,204,1
1,4,true,424,217,223,2
2,1,true,542,265,357,2
2,2,true,192,314,181,0
2,3,true,216,236,300,4
3,1,true,106,192,248,0
3,2,true,58,123,161,5
3,3,true,160,187,398,0
3,4,true,404,66,365,2
3,5,true,760,414,100,2
3,6,true,201,294,390,1
4,1,true,371,441,329,2
4,2,true,40,349,188,1
4,3,true,704,404,279,2
4,4,true,475,588,249,0
4,5,true,303,1014,143,3
4,6,true,396,246,353,0
4,7,true,288,260,31,0
4,8,true,9,227,86,0
6,1,true,77,302,140,2
6,2,true,468,278,181,2
6,3,true,625,143,88,10
6,4,true,629,24,410,3
7,1,true,149,237,135,5
7,2,true,267,172,180,1
7,3,true,336,279,283,1
7,4,true,235,429,184,1
7,5,true,257,341,5,6
8,1,true,175,331,157,0
8,2,true,238,491,85,1
8,3,true,589,629,249,1
8,4,false,739,632,272,2
9,1,true,517,301,90,1
9,2,true,438,218,136,3
9,3,true,459,342,103,15
9,4,true,282,750,92,6
9,5,true,318,549,71,1
10,1,true,792,474,168,6
10,2,true,639,682,94,11
10,3,true,414,217,315,0
10,4,true,486,601,257,0
10,5,true,1073,269,158,2
11,1,true,624,698,96,0
11,2,true,402,632,103,4
11,3,true,514,554,80,1
11,4,true,105,99,50,2
12,1,true,391,52,137,0
12,2,true,230,398,0,1
12,3,true,382,101,219,0
12,4,true,99,20,361,0
12,5,true,762,493,317,10
13,1,true,399,98,86,1
13,2,true,462,190,284,3
13,3,false,261,291,223,1
14,1,true,614,392,211,6
14,2,true,573,420,108,9
14,3,true,296,468,100,0
14,4,true,427,149,90,0
14,5,true,611,116,204,1
14,6,true,442,474,65,0
14,7,true,441,207,109,0
15,1,true,200,384,28,5
15,2,true,483,506,79,0
15,3,true,200,353,173,1
16,1,true,260,318,76,1
16,2,true,311,285,85,0
16,3,true,378,317,128,1
16,4,true,428,578,46,0
16,5,true,622,147,0,2
16,6,true,429,71,92,5
16,7,true,106,50,38,6
17,1,true,355,421,106,0
17,2,true,105,21,52,2
17,3,true,364,248,16,2
17,4,true,344,450,32,5
17,5,true,0,123,98,1
18,1,true,191,268,36,1
18,2,true,230,501,66,2
18,3,true,25,198,109,1
18,4,true,191,15,8,0
18,5,true,250,51,71,0
18,6,true,213,58,60,0
19,1,true,49,52,3,1
19,2,true,325,256,0,4
19,3,true,413,373,117,1
19,4,true,165,69,98,1
20,1,true,280,146,2,0
20,2,true,603,470,283,3
20,3,true,172,329,71,0
20,4,false,166,269,103,0
21,1,true,215,211,45,3
21,2,true,337,272,23,1
21,3,true,388,367,96,2
21,4,true,186,178,50,1
22,1,true,336,83,233,1
22,2,true,375,204,262,2
22,3,true,289,264,106,0
22,4,true,278,104,77,0
22,5,true,118,148,178,0
22,6,true,307,148,94,1
22,7,true,571,205,119,4
