objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,205,123,273,3
1,2,true,157,130,138,1
1,3,true,2,121,24,1
1,4,true,1,42,0,1
1,5,true,0,52,0,0
2,1,true,121,93,339,2
2,2,true,293,93,396,0
3,1,true,78,34,20,4
3,2,true,414,154,287,1
4,1,true,201,0,112,0
4,2,true,271,0,167,0
5,1,true,90,213,5,0
5,2,true,78,207,44,0
5,3,true,39,272,0,0
5,4,true,45,370,16,0
6,1,true,118,474,88,0
6,2,true,227,313,182,0
6,3,true,166,244,102,0
6,4,true,37,592,106,1
7,1,true,410,181,11,1
7,2,true,491,223,96,2
7,3,true,340,245,15,1
8,1,true,128,173,135,11
8,2,true,323,72,24,0
8,3,true,124,64,80,0
9,1,true,250,239,152,1
9,2,true,240,291,199,1
9,3,true,30,266,72,0
9,4,true,43,463,128,0
10,1,true,167,234,412,1
10,2,true,70,225,106,1
10,3,true,84,250,200,1
11,1,true,239,57,76,0
11,2,true,313,67,152,0
12,1,true,196,440,160,0
12,2,true,246,315,184,0
12,3,true,115,92,5,0
12,4,true,172,160,7,0
13,1,true,307,119,141,1
13,2,true,376,97,335,0
13,3,true,311,188,98,0
13,4,true,482,124,99,0
13,5,true,388,274,161,0
14,1,true,171,501,153,1
14,2,true,120,193,134,2
15,1,true,378,160,324,0
15,2,true,198,164,106,0
15,3,true,172,253,89,0
15,4,true,251,332,101,0
15,5,true,256,430,103,0
16,1,true,160,280,59,0
16,2,true,266,30,9,0
17,1,true,654,762,566,1
17,2,true,442,304,276,1
18,1,true,46,96,178,0
19,1,true,204,105,127,1
20,1,true,211,363,315,0
20,2,true,165,185,115,0
