objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,141,197,75,0
1,2,true,146,198,71,0
1,3,true,0,2,0,0
1,4,true,0,1,0,0
3,1,true,180,251,37,0
3,2,true,115,215,31,0
4,1,true,54,20,0,0
4,2,true,36,12,1,0
4,3,true,1,1,1,0
4,4,true,1,1,3,0
5,1,true,22,32,53,1
5,2,true,19,87,26,0
5,3,true,1,3,2,1
5,4,true,0,9,6,2
5,5,true,3,0,1,0
6,1,true,172,78,9,0
6,2,true,192,56,17,0
6,3,true,213,168,53,0
6,4,true,159,201,54,0
7,1,true,99,44,26,0
7,2,true,131,99,44,0
7,3,true,258,224,102,0
7,4,true,17,21,4,0
7,5,true,2,0,22,0
7,6,true,1,11,10,0
8,1,true,29,89,74,0
8,2,true,39,128,117,0
9,1,true,75,244,3,2
9,2,true,0,1,0,0
9,3,true,0,0,1,0
9,4,true,2,1,2,0
9,5,true,0,0,0,1
10,1,true,197,131,237,0
10,2,true,294,274,303,1
11,1,true,35,205,8,0
11,2,true,17,191,7,0
12,1,true,57,147,37,1
12,2,true,58,171,49,0
12,3,false,0,1,187,0
12,4,true,0,0,0,0
13,1,true,2,0,2,0
13,2,true,12,4,13,0
