objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,261,41,516,0
1,2,true,263,3,201,0
2,1,true,198,223,219,0
2,2,true,154,98,363,1
2,3,true,349,21,493,1
2,4,true,102,190,178,0
2,5,true,267,32,347,2
3,1,true,92,1,230,1
3,2,true,185,172,226,1
3,3,true,299,5,486,1
4,1,true,162,0,206,1
4,2,true,200,153,240,1
4,3,true,182,21,152,0
5,1,true,166,163,227,0
5,2,true,442,310,506,0
5,3,true,141,89,197,0
5,4,true,194,4,208,0
6,1,true,340,43,374,1
6,2,true,125,30,402,4
6,3,true,107,106,206,1
6,4,true,206,131,265,1
6,5,true,106,105,146,1
7,1,true,260,11,303,1
7,2,true,154,13,195,1
7,3,true,118,61,171,0
7,4,true,19,2,107,0
8,1,true,198,100,479,1
8,2,true,315,88,502,1
8,3,true,142,335,221,1
9,1,true,199,2,210,2
9,2,true,300,146,200,2
9,3,true,1,3,13,0
9,4,true,7,7,1,0
9,5,true,100,15,251,2
10,1,true,175,336,288,1
10,2,true,147,31,289,0
10,3,true,295,3,440,2
10,4,true,72,4,236,0
10,5,true,265,289,263,0
11,1,true,252,43,189,2
11,2,true,330,262,300,0
11,3,true,198,98,194,1
11,4,true,68,81,328,3
11,5,true,92,164,273,0
12,1,true,90,179,143,1
12,2,true,44,122,67,0
12,3,true,137,187,182,0
12,4,true,126,66,66,2
12,5,true,255,490,320,1
12,6,true,159,234,323,1
13,1,true,2,0,76,1
13,2,true,400,2,253,0
13,3,true,177,234,45,1
13,4,true,185,219,544,0
14,1,true,233,11,233,0
14,2,true,209,214,516,0
14,3,true,77,0,38,0
14,4,true,30,0,40,0
14,5,true,192,189,353,0
14,6,true,94,37,121,0
14,7,true,102,116,102,0
14,8,true,279,199,494,0
14,9,true,346,272,361,1
