dataFile,objNum,isGood,cy.RNA,GAPDH.RNA,alexa.RNA
data001.mat,1,0,1,72,2
data001.mat,2,1,207,658,0
data002.mat,1,1,185,665,26
data002.mat,2,1,411,638,20
data002.mat,3,1,322,208,244
data003.mat,1,1,459,1119,30
data003.mat,2,1,212,368,6
data003.mat,3,1,263,636,11
data004.mat,1,1,2,1095,11
data004.mat,2,1,0,982,0
data004.mat,3,1,6,956,2
data004.mat,4,1,0,688,1
data005.mat,1,1,633,1176,5
data005.mat,2,1,45,127,0
data006.mat,1,1,372,355,231
data006.mat,2,1,197,236,0
data006.mat,3,1,303,309,192
data007.mat,1,1,150,264,0
data007.mat,2,1,154,249,47
data008.mat,1,1,314,264,25
data008.mat,2,1,381,359,5
data009.mat,1,1,204,343,0
data009.mat,2,1,164,167,1
data010.mat,1,1,7,869,8
data010.mat,2,1,48,1375,6
data011.mat,1,1,185,845,2
data011.mat,2,1,278,1004,4
data011.mat,3,1,97,427,33
data011.mat,4,1,6,262,10
data011.mat,5,1,211,547,8
data011.mat,6,1,305,794,21
data012.mat,1,1,2,976,1
data013.mat,1,1,6,89,0
data013.mat,2,1,136,147,113
data014.mat,1,1,0,617,136
data014.mat,2,1,331,153,245
data014.mat,3,1,214,316,234
data015.mat,1,1,86,532,0
data015.mat,2,1,189,97,222
data016.mat,1,1,49,719,25
data016.mat,2,1,20,740,10
data017.mat,1,1,352,613,242
data017.mat,2,1,209,428,5
data018.mat,1,1,199,224,98
data018.mat,2,1,259,263,174
data019.mat,1,0,10,1,0
data019.mat,2,1,123,496,10
data019.mat,3,1,119,405,1
data020.mat,1,1,313,546,93
data020.mat,2,1,388,423,234
data021.mat,1,1,167,250,38
data021.mat,2,1,233,331,8
data021.mat,3,1,366,337,425
data021.mat,4,1,273,208,214
data021.mat,5,1,459,828,208
data022.mat,1,1,125,63,49
data022.mat,2,1,195,274,239
data023.mat,1,1,422,461,207
data023.mat,2,1,91,44,3
data023.mat,3,1,324,303,289
data024.mat,1,1,351,407,6
data024.mat,2,1,167,65,0
data025.mat,1,1,1093,1233,764
data025.mat,2,1,148,82,1
data026.mat,1,1,38,606,0
data026.mat,2,1,104,889,20
data027.mat,1,1,58,540,3
data027.mat,2,0,1,783,98
data027.mat,3,1,6,672,110
data028.mat,1,1,345,336,353
data028.mat,2,1,189,339,13
data028.mat,3,1,45,31,0
data028.mat,4,1,290,384,147
data029.mat,1,1,262,132,112
data029.mat,2,1,256,616,4
data030.mat,1,1,252,148,0
data030.mat,2,1,237,147,3
data030.mat,3,1,103,582,1
data031.mat,1,0,556,771,0
data031.mat,2,1,34,93,0
data032.mat,1,1,285,238,136
data032.mat,2,1,2,245,0
data032.mat,3,1,16,237,0
data033.mat,1,1,68,311,3
data033.mat,2,1,533,265,333
data034.mat,1,1,227,695,128
data034.mat,2,1,241,329,0
data034.mat,3,1,55,67,0
data034.mat,4,1,208,248,147
data035.mat,1,1,85,482,1
data035.mat,2,1,18,612,39
data036.mat,1,1,191,214,259
data036.mat,2,1,261,68,158
data037.mat,1,1,72,854,28
data038.mat,1,1,59,724,0
data038.mat,2,1,47,673,0
data039.mat,1,1,331,947,0
data039.mat,2,1,73,984,12
data040.mat,1,1,1,731,0
data040.mat,2,1,19,798,49
data040.mat,3,1,31,750,0
data040.mat,4,1,229,420,246
data040.mat,5,1,21,384,1
