dataFile,objNum,isGood,alexa.RNA,tmr.RNA,cy.RNA,GAPDH.RNA
data001.mat,1,1,1,139,71,770
data001.mat,2,1,0,156,121,781
data001.mat,3,1,1,545,293,730
data002.mat,1,1,0,36,1,1203
data002.mat,2,1,1,130,27,721
data002.mat,3,1,28,268,427,1268
data003.mat,1,1,0,41,2,581
data003.mat,2,1,0,54,1,685
data004.mat,1,1,0,161,237,644
data004.mat,2,1,1,260,160,1060
data004.mat,3,1,3,144,239,642
data004.mat,4,1,1,104,10,800
data004.mat,5,1,1,146,12,794
data005.mat,1,1,3,335,21,953
data005.mat,2,1,2,65,572,1114
data006.mat,1,1,3,220,129,865
data006.mat,2,1,7,156,185,905
data006.mat,3,1,2,250,84,875
data007.mat,1,1,2,301,20,797
data007.mat,2,1,2,180,16,1064
data007.mat,3,1,1,183,4,727
data008.mat,1,1,0,324,61,656
data008.mat,2,1,2,224,28,816
data008.mat,3,1,0,369,50,485
data008.mat,4,1,0,113,60,1047
data009.mat,1,1,0,125,30,807
data009.mat,2,1,18,702,2,706
data010.mat,1,1,1,194,181,614
data010.mat,2,1,2,63,90,717
data010.mat,3,1,0,203,197,507
data010.mat,4,1,1,44,104,778
data011.mat,1,1,2,385,82,815
data011.mat,2,1,0,356,55,744
data011.mat,3,1,1,461,72,1164
data011.mat,4,1,5,461,92,636
data012.mat,1,1,0,76,7,570
data012.mat,2,1,1,54,3,687
data012.mat,3,1,0,204,32,666
data013.mat,1,1,1,257,1,1718
data013.mat,2,1,0,227,166,562
data013.mat,3,1,1,162,125,692
data014.mat,1,1,0,211,0,1415
data014.mat,2,1,2,550,202,714
data014.mat,3,1,2,415,146,689
data015.mat,1,1,1,159,140,854
data015.mat,2,1,1,367,11,912
data015.mat,3,1,1,168,51,767
data017.mat,1,1,2,751,237,1677
data017.mat,2,1,0,112,12,1020
data018.mat,1,1,1,506,21,1289
data018.mat,2,1,2,236,3,769
data018.mat,3,1,0,200,1,577
data018.mat,4,1,2,692,1,1737
data019.mat,1,1,1,101,48,731
data019.mat,2,1,3,91,107,1013
data019.mat,3,1,2,110,80,633
data020.mat,1,1,0,121,99,1207
data020.mat,2,1,1,28,246,993
data020.mat,3,1,1,82,197,990
data020.mat,4,1,2,154,58,969
data020.mat,5,1,2,174,57,850
data021.mat,1,1,1,209,77,842
data021.mat,2,1,1,344,14,1406
data022.mat,1,1,2,273,41,758
data022.mat,2,1,1,375,46,946
data022.mat,3,1,0,203,14,1030
data023.mat,1,1,0,151,30,924
data023.mat,2,1,9,79,56,849
data023.mat,3,1,3,139,165,1075
data023.mat,4,1,1,66,444,911
data024.mat,1,1,0,32,126,373
data024.mat,2,1,1,123,175,775
data024.mat,3,1,8,150,26,868
data025.mat,1,1,5,741,13,1724
data025.mat,2,1,4,52,24,1239
data026.mat,1,1,3,74,37,508
data026.mat,2,1,2,189,94,733
data026.mat,3,1,4,37,11,540
data026.mat,4,1,2,32,7,586
data026.mat,5,1,1,284,278,1713
data027.mat,1,1,3,495,15,1229
data027.mat,2,1,2,293,135,985
data027.mat,3,1,0,292,107,840
data028.mat,1,1,0,41,96,892
data028.mat,2,1,0,66,138,802
data029.mat,1,1,0,153,37,759
data029.mat,2,1,0,128,38,695
data029.mat,3,1,3,177,6,774
data029.mat,4,1,0,206,11,807
data030.mat,1,1,0,602,198,1018
data030.mat,2,0,1,534,292,808
data030.mat,3,1,4,31,12,222
data031.mat,1,1,5,106,112,698
data031.mat,2,1,3,182,34,894
data031.mat,3,1,2,75,98,830
data032.mat,1,1,0,866,3,1485
data032.mat,2,1,2,265,9,954
data032.mat,3,1,1,252,13,896
data033.mat,1,1,0,133,225,650
data033.mat,2,1,2,130,242,662
data033.mat,3,1,1,223,41,598
data033.mat,4,0,1,166,95,573
data034.mat,1,1,2,350,156,474
data034.mat,2,1,0,233,6,923
data034.mat,3,1,0,166,0,1095
data035.mat,1,1,0,144,112,767
data035.mat,2,1,1,117,200,593
data035.mat,3,1,1,36,19,1046
data036.mat,1,1,4,55,41,924
data036.mat,2,1,1,84,250,626
data037.mat,1,1,2,392,6,960
data037.mat,2,1,2,412,6,1024
data038.mat,1,1,8,663,74,1506
data038.mat,2,1,1,65,132,707
data038.mat,3,1,19,771,268,1671
