dataFile,objNum,isGood,alexa.RNA,tmr.RNA,cy.RNA,GAPDH.RNA
data001.mat,1,1,0,246,513,2491
data001.mat,2,1,1,16,292,1992
data001.mat,3,1,0,6,60,1887
data001.mat,4,0,1,0,19,1639
data001.mat,5,1,1,0,6,1106
data001.mat,6,1,0,121,68,2181
data002.mat,1,1,5,0,21,1221
data002.mat,2,1,0,41,36,1022
data002.mat,3,1,1,24,37,963
data002.mat,4,1,0,51,122,965
data002.mat,5,1,5,65,240,1671
data003.mat,1,1,0,2,31,1595
data003.mat,2,1,1,2,99,1379
data003.mat,3,1,0,2,35,1432
data003.mat,4,1,18,4,69,899
data003.mat,5,1,0,1,142,917
data003.mat,6,1,0,2,26,1083
data003.mat,7,1,6,62,134,1145
data004.mat,1,1,1,28,15,2223
data004.mat,2,1,7,2,338,2574
data004.mat,3,1,0,100,42,1173
data005.mat,1,1,1,41,436,2871
data005.mat,2,1,0,0,105,1332
data005.mat,3,1,2,3,23,1720
data005.mat,4,1,0,0,8,1434
data005.mat,5,1,38,9,5,1445
data006.mat,1,1,1,73,264,2637
data006.mat,2,1,2,21,415,1858
data006.mat,3,1,2,3,17,2567
data006.mat,4,1,1,2,39,1687
data007.mat,1,1,0,2,28,1543
data007.mat,2,1,1,142,3,3751
data007.mat,3,1,0,58,6,1777
data007.mat,4,1,0,4,4,745
data008.mat,1,1,0,246,21,2604
data008.mat,2,1,1,2,6,1389
data008.mat,3,1,0,12,312,2116
data008.mat,4,1,0,4,23,2179
data008.mat,5,1,2,12,511,1540
data009.mat,1,1,0,0,5,1289
data009.mat,2,1,0,1,65,943
data009.mat,3,1,0,1,34,1600
data009.mat,4,1,0,6,26,993
data009.mat,5,1,0,174,33,1120
data009.mat,6,1,0,57,1,1680
data009.mat,7,1,0,104,160,1978
data010.mat,1,1,1,78,137,1083
data010.mat,2,1,2,4,13,1109
data010.mat,3,1,0,9,7,928
data010.mat,4,1,0,32,534,717
data010.mat,5,1,0,2,1,708
data010.mat,6,1,0,10,41,1810
data010.mat,7,1,0,25,15,1471
data011.mat,1,1,9,79,18,1655
data011.mat,2,1,1,131,1,1946
data012.mat,1,0,0,8,12,2115
data012.mat,2,1,1,79,260,2094
data012.mat,3,1,0,47,327,1893
data012.mat,4,0,0,21,33,1323
data013.mat,1,1,1,177,127,2268
data013.mat,2,1,6,10,386,3068
data013.mat,3,1,6,0,14,1533
data013.mat,4,1,1,1,268,1641
data014.mat,1,0,0,8,22,1353
data014.mat,2,1,7,0,377,1474
data014.mat,3,1,2,64,533,1702
data015.mat,1,1,3,0,77,1977
data015.mat,2,0,3,294,184,2830
data015.mat,3,1,0,11,26,1647
data015.mat,4,1,1,1,207,1627
data016.mat,1,0,0,2,0,627
data016.mat,2,1,4,206,184,2361
data016.mat,3,0,0,1,1,738
data017.mat,1,1,0,0,0,2950
data017.mat,2,1,0,1,21,1166
data017.mat,3,1,0,43,18,1591
data017.mat,4,1,2,6,95,1772
data018.mat,1,1,9,1,28,1720
data018.mat,2,1,1,39,200,2007
data018.mat,3,1,1,4,212,2026
data018.mat,4,1,3,0,72,1528
data018.mat,5,0,12,3,10,1769
data019.mat,1,1,0,0,0,1811
data019.mat,2,1,0,5,77,2221
data019.mat,3,1,1,57,104,1830
data019.mat,4,1,0,3,24,1924
data020.mat,1,1,6,64,55,2884
data020.mat,2,1,1,0,8,1970
data020.mat,3,1,2,0,48,1525
data061.mat,1,1,2,163,73,1251
data061.mat,2,1,2,4,5,2573
data061.mat,3,1,1,2,33,1826
data061.mat,4,1,2,1,9,1349
data061.mat,5,1,1,8,4,1351
data062.mat,1,1,0,7,133,1586
data062.mat,2,1,3,57,60,2996
data062.mat,3,0,27,318,351,2251
data062.mat,4,1,0,9,4,1723
data063.mat,1,1,4,96,227,517
data063.mat,2,1,5,75,324,883
data063.mat,3,1,9,11,120,1172
data063.mat,4,1,18,22,29,1587
data063.mat,5,1,1,10,12,740
data063.mat,6,1,5,6,0,2122
data064.mat,1,1,3,0,35,1127
data064.mat,2,1,5,26,1083,3169
data064.mat,3,1,3,1,23,1440
data064.mat,4,1,2,1,5,2730
data065.mat,1,1,2,193,339,2501
data065.mat,2,1,4,3,92,1447
data065.mat,3,1,3,9,72,2864
data066.mat,1,1,1,5,339,2028
data066.mat,2,1,27,86,636,3012
data067.mat,1,1,5,28,223,1397
data067.mat,2,1,3,5,15,2055
data067.mat,3,1,4,51,120,3695
data068.mat,1,1,56,5,713,2224
data068.mat,2,1,0,0,54,2163
data069.mat,1,1,0,25,77,1293
data069.mat,2,1,0,5,147,1664
data069.mat,3,1,1,23,31,1307
data069.mat,4,1,1,18,167,1433
data070.mat,1,1,5,3,36,1519
data070.mat,2,1,0,1,105,2247
data070.mat,3,1,1,17,325,1949
data071.mat,1,1,7,3,27,2688
data071.mat,2,1,1,10,39,2437
data072.mat,1,1,0,1,202,1245
data072.mat,2,1,1,10,96,1599
data072.mat,3,1,1,3,5,1447
data072.mat,4,1,0,28,60,1327
data072.mat,5,1,2,189,324,1932
data073.mat,1,1,0,27,39,1622
data073.mat,2,1,0,2,9,982
data073.mat,3,1,0,4,5,1497
data073.mat,4,1,1,6,11,1665
data074.mat,1,1,4,35,35,1912
data074.mat,2,1,1,85,7,1669
data074.mat,3,1,0,0,18,803
data075.mat,1,1,11,28,342,1867
data075.mat,2,1,9,88,581,2527
data076.mat,1,1,1,0,7,1415
data076.mat,2,1,1,4,17,2082
data076.mat,3,1,3,7,4,1245
data077.mat,1,1,3,51,14,2060
data077.mat,2,1,2,5,2,821
data077.mat,3,1,1,11,3,1216
data077.mat,4,1,0,19,9,291
data078.mat,1,1,5,3,362,1999
data078.mat,2,1,3,5,6,2670
data078.mat,3,1,1,60,107,1286
data079.mat,1,1,0,8,218,1088
data079.mat,2,1,4,26,27,3240
data079.mat,3,1,1,3,49,1090
data080.mat,1,1,35,40,64,737
data080.mat,2,1,7,11,116,1579
data080.mat,3,1,0,8,379,2154
data081.mat,1,1,1,1,15,1118
data081.mat,2,1,5,0,1,706
data081.mat,3,1,5,2,28,3630
data081.mat,4,1,2,7,18,1507
