objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,TRUE,56,173,1399,13
1,2,TRUE,972,523,1547,2
2,1,TRUE,26,5,1291,2
2,2,TRUE,813,188,1561,3
2,3,TRUE,256,63,882,1
3,1,TRUE,147,110,902,3
3,2,TRUE,975,439,1026,5
3,3,TRUE,150,93,809,4
3,4,TRUE,130,32,367,5
3,5,TRUE,220,108,781,4
4,1,TRUE,82,8,733,7
4,2,TRUE,147,24,615,0
4,3,TRUE,140,13,815,2
4,4,TRUE,685,602,696,1
5,1,TRUE,2,3,850,0
5,2,TRUE,0,9,815,1
5,3,TRUE,0,13,806,0
5,4,TRUE,58,133,1009,1
6,1,TRUE,112,23,719,1
6,2,TRUE,19,59,949,3
6,3,TRUE,37,49,1374,5
7,1,TRUE,30,18,968,4
7,2,TRUE,325,10,1563,6
8,1,TRUE,208,210,859,1
8,2,TRUE,104,17,779,0
8,3,TRUE,71,4,554,5
8,4,TRUE,193,183,600,3
9,1,TRUE,174,221,1195,6
9,2,TRUE,191,144,966,15
9,3,TRUE,125,332,1072,0
9,4,TRUE,385,309,739,2
10,1,TRUE,2,6,1164,2
10,2,TRUE,252,153,691,10
10,3,TRUE,5,26,1107,4
11,1,TRUE,244,109,887,2
11,2,TRUE,105,74,830,2
12,1,TRUE,2,16,638,2
12,2,TRUE,115,652,1281,2
12,3,TRUE,4,5,885,1
13,1,TRUE,145,150,647,0
13,2,TRUE,113,71,875,3
13,3,TRUE,250,251,678,0
13,4,TRUE,188,173,479,4
14,1,TRUE,389,176,530,1
14,2,TRUE,422,146,804,1
14,3,TRUE,349,118,404,0
14,4,TRUE,209,410,1473,3
15,1,TRUE,268,14,1081,0
15,2,TRUE,46,277,1201,4
15,3,TRUE,1033,966,1515,1
16,1,TRUE,368,40,1088,4
16,2,TRUE,168,7,759,6
16,3,TRUE,86,22,692,8
16,4,TRUE,356,162,636,8
16,5,TRUE,141,461,1171,8
17,1,TRUE,524,589,1190,2
17,2,TRUE,710,1002,1610,5
17,3,TRUE,116,4,1452,0
18,1,TRUE,0,320,1080,0
18,2,TRUE,321,313,1156,1
18,3,TRUE,818,231,1360,3
19,1,TRUE,159,80,707,3
19,2,TRUE,42,122,902,4
19,3,TRUE,38,49,759,3
20,1,TRUE,19,369,648,3
20,2,TRUE,332,177,1017,2
20,3,TRUE,313,210,792,2
20,4,TRUE,41,170,1470,6
20,5,TRUE,129,98,642,2
20,6,TRUE,336,223,778,7
20,7,TRUE,178,102,885,4
21,1,TRUE,268,25,1047,5
21,2,TRUE,899,355,1160,4
21,3,FALSE,85,39,569,2
21,4,FALSE,111,17,528,2
21,5,TRUE,825,710,1187,6
22,1,TRUE,224,6,736,0
22,2,TRUE,818,603,1583,7
22,3,TRUE,147,33,612,6
23,1,TRUE,64,5,860,1
23,2,TRUE,120,201,1200,4
23,3,TRUE,566,289,1167,0
24,1,TRUE,336,314,723,1
24,2,TRUE,189,314,1030,2
24,3,TRUE,529,9,824,4
24,4,TRUE,23,521,1377,2
24,5,TRUE,36,124,342,0
25,1,TRUE,261,176,819,3
25,2,TRUE,184,16,767,5
26,1,TRUE,142,137,1067,0
26,2,TRUE,129,34,787,6
26,3,TRUE,379,7,978,7
27,1,TRUE,152,290,949,6
27,2,TRUE,248,87,1153,4
27,3,TRUE,103,327,899,12
27,4,TRUE,199,73,593,4
28,1,TRUE,346,101,1282,746
28,2,TRUE,168,34,834,2
29,1,TRUE,66,73,783,2
29,2,TRUE,68,119,694,2
29,3,TRUE,231,183,997,3
29,4,TRUE,60,67,822,0
