objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,1713,1297,3281,1
2,1,true,280,136,982,1
2,2,true,179,128,767,0
3,1,true,241,136,872,0
4,1,true,292,81,853,11
4,2,true,1,3,1794,0
5,1,true,190,207,1155,2
5,2,true,0,4,1870,0
6,1,true,74,24,668,1
6,2,true,2,4,1084,1
6,3,true,343,96,1336,2
6,4,true,0,5,491,0
7,1,true,133,100,778,0
7,2,true,177,83,778,0
8,1,true,31,351,949,1
8,2,true,0,54,1040,0
8,3,true,0,2,897,1
9,1,true,205,122,933,9
9,2,true,345,160,1063,10
10,1,true,206,103,971,6
10,2,true,123,11,1046,15
11,1,true,101,27,684,0
11,2,true,84,33,789,0
13,1,true,104,96,657,5
13,2,true,105,150,832,0
14,1,true,93,90,531,0
14,2,true,57,36,596,0
15,1,true,14,5,896,0
15,2,true,3,10,679,0
15,3,true,13,57,687,0
16,1,true,79,13,980,0
16,2,true,94,33,742,1
16,3,true,76,22,589,0
17,1,false,73,0,0,0
17,2,false,70,0,0,0
18,1,true,0,9,944,0
18,2,true,0,6,634,0
19,1,true,0,3,1018,0
19,2,true,1,5,783,1
19,3,true,255,66,805,25
20,1,true,124,323,1278,0
20,2,true,1,7,910,0
20,3,true,0,5,1120,0
21,1,true,0,17,1018,0
21,2,true,231,148,1265,1
21,3,true,0,19,632,1
22,1,true,0,15,728,0
22,2,true,3,3,609,0
23,1,true,2,6,1758,0
23,2,true,181,31,1037,0
24,1,true,262,51,884,0
24,2,true,193,45,945,0
25,1,true,164,230,1309,0
25,2,true,5,3,1305,0
26,1,true,576,266,1197,1
26,2,true,0,13,1321,0
27,1,true,520,505,933,11
27,2,true,495,378,1046,2
28,1,true,56,5,890,7
28,2,true,74,5,828,5
29,1,true,199,40,641,25
29,2,true,168,5,757,43
30,1,true,183,170,981,0
30,2,true,234,188,454,0
31,1,true,183,3,1156,0
31,2,true,356,364,1322,2
31,3,true,105,8,1541,4
32,1,true,298,49,823,0
32,2,true,289,41,1047,0
33,1,true,0,16,965,0
33,2,false,2,1,935,3
34,1,true,184,116,1082,0
34,2,true,139,398,1753,0
35,1,true,0,651,1660,0
36,1,true,56,13,578,0
36,2,true,27,13,537,0
36,3,true,345,355,1201,0
37,1,true,448,66,1964,6
38,1,true,0,16,1235,0
38,2,true,119,109,1525,4
39,1,true,75,32,292,3
39,2,true,30,14,473,2
40,1,true,45,40,583,0
40,2,true,135,29,814,1
40,3,true,2,13,157,0
42,1,true,0,64,410,0
42,2,true,2,24,150,0
43,1,true,36,40,766,1
43,2,false,179,60,886,13
44,1,true,63,5,383,4
44,2,true,71,7,240,1
44,3,false,221,39,604,0
45,1,true,51,5,303,0
45,2,true,134,16,534,5
45,3,true,33,100,385,0
46,1,true,47,8,243,0
46,2,true,1,9,841,0
46,3,true,15,14,819,2
47,1,true,505,50,1193,5
47,2,true,92,133,841,2
48,1,true,8,100,846,0
48,2,true,189,461,1754,1
48,3,true,4,89,769,3
49,1,true,103,96,961,3
49,2,true,0,15,1167,0
50,1,true,0,6,946,0
50,2,true,2,7,1463,0
