dataFile,objNum,isGood,alexa.RNA,tmr.RNA,cy.RNA,GAPDH.RNA
data001.mat,1,1,4,704,23,1182
data001.mat,2,1,11,802,607,1759
data001.mat,3,1,0,409,4,984
data001.mat,4,1,12,653,179,1023
data001.mat,5,1,4,808,389,1208
data002.mat,1,1,0,698,417,1126
data002.mat,2,0,12,937,33,1410
data002.mat,3,1,2,772,486,1011
data002.mat,4,1,14,1127,459,1250
data002.mat,5,1,7,591,545,1660
data002.mat,6,1,7,423,27,422
data003.mat,1,1,10,253,39,861
data003.mat,2,1,2,703,726,1223
data003.mat,3,1,1,736,443,1922
data003.mat,4,1,1,624,285,1104
data003.mat,5,1,3,371,634,1412
data003.mat,6,1,4,847,739,1189
data004.mat,1,1,1,295,10,931
data004.mat,2,1,10,1162,370,1934
data004.mat,3,1,3,409,90,1462
data004.mat,4,1,27,827,22,1996
data005.mat,1,1,5,614,1004,1178
data005.mat,2,1,9,944,744,1424
data005.mat,3,1,4,292,67,1099
data005.mat,4,1,4,369,85,854
data006.mat,1,1,6,783,686,1166
data006.mat,2,1,9,521,40,1072
data006.mat,3,1,6,246,44,551
data006.mat,4,1,124,943,195,1657
data007.mat,1,1,4,660,52,2035
data007.mat,2,1,5,440,0,2301
data007.mat,3,1,3,324,3,1264
data008.mat,1,1,3,485,428,1137
data008.mat,2,1,2,873,253,2524
data008.mat,3,1,1,187,22,778
data008.mat,4,1,6,725,53,1097
data008.mat,5,1,13,396,56,832
data009.mat,1,1,6,237,9,632
data009.mat,2,1,2,333,11,717
data009.mat,3,1,4,708,45,2016
data009.mat,4,1,6,931,148,1062
data010.mat,1,1,4,236,3,577
data010.mat,2,1,4,376,16,1764
data010.mat,3,1,7,375,176,725
data010.mat,4,1,8,771,53,1659
data010.mat,5,1,5,415,149,793
data011.mat,1,1,0,336,69,697
data011.mat,2,1,3,165,3,627
data011.mat,3,1,2,62,12,246
data011.mat,4,1,7,540,96,1031
data011.mat,5,1,1,700,517,1246
data012.mat,1,1,5,914,7,2436
data012.mat,2,1,8,326,5,680
data012.mat,3,1,3,231,16,846
data012.mat,4,1,3,272,10,703
data012.mat,5,1,4,227,19,1409
data013.mat,1,1,5,1386,23,1528
data013.mat,2,1,1,1381,38,1162
data013.mat,3,1,3,535,198,1049
data013.mat,4,1,2,600,60,962
data014.mat,1,1,0,123,225,672
data014.mat,2,1,2,323,117,851
data014.mat,3,1,2,668,345,942
data014.mat,4,1,2,512,7,1120
data014.mat,5,1,5,997,835,1406
data015.mat,1,1,9,317,0,1391
data015.mat,2,1,7,304,71,969
data015.mat,3,1,5,277,7,1034
