donor,media,day,real,centerX,centerY,radiusMicrons,nNuclei,totalIntensity,areaPxSq,normalizedIntensity,normI-BG,totalI-BG
2,1,21,1,1809.112619,1850.87684,7.70907355,2,117542942,1823.283889,64467.71276,64.71275558,117989.7246
2,1,21,1,453.3504793,1453.134074,10.54907611,1,220784571,3414.119887,64668.07795,265.0779523,905007.9084
2,1,21,1,789.4525564,858.3153748,6.61987593,1,86787725,1344.465356,64551.84924,148.8492404,200122.6471
2,1,21,1,272.8253742,1819.63916,12.63892446,1,316807997,4900.835805,64643.66683,240.6668325,1179468.63
2,1,21,1,1504.179265,657.6953168,8.0187111,1,127279165,1972.690939,64520.58073,117.5807305,231950.4416
2,1,21,1,2082.403728,1219.899581,9.350914725,2,172977860,2682.61352,64481.09603,78.09602715,209501.4583
2,1,21,1,320.215335,488.5422823,12.65922875,2,318375412,4916.594732,64755.2685,352.2685006,1731961.454
2,1,21,1,229.8555068,1497.137247,6.918485804,1,94638634,1468.493486,64446.07001,43.07001418,63248.03525
2,1,21,1,982.749986,188.1032561,14.6963503,1,428145086,6626.266617,64613.3201,210.3201031,1393637.078
2,1,21,1,1656.570726,2113.203716,5.995969017,2,71160228,1102.982638,64516.18146,113.1814642,124837.19
2,1,21,1,1390.634563,1818.782052,9.127645198,2,164956725,2556.03865,64536.084,133.0840016,340167.8518
2,1,21,1,1300.153375,535.4161962,24.83745112,6,1225799037,18926.2236,64767.22788,364.2278797,6893458.293
2,1,21,1,2175.48851,1965.147421,11.32830584,2,254570491,3937.130835,64658.88528,255.8852802,1007453.827
2,1,21,1,344.7137456,1934.795408,8.734772936,1,150928248,2340.739886,64478.86366,75.86366008,177577.0951
2,1,21,1,1203.374769,1780.18844,10.69863088,2,226914298,3511.610376,64618.30149,215.3014911,756054.95
2,1,21,1,1079.269617,1779.59586,5.657104612,1,63426204,981.834607,64599.68262,196.6826238,193109.8066
2,1,21,1,874.2177569,57.67091581,8.301218569,2,136659145,2114.13937,64640.55631,237.5563145,502227.157
2,1,21,1,1944.390334,1468.848951,9.574382727,1,181506291,2812.363702,64538.69777,135.6977666,381631.4734
2,1,21,1,900.4665961,791.9115336,6.931233697,1,95490604,1473.910118,64787.26407,384.2640683,566370.698
2,1,21,1,1895.550371,1096.268267,7.39488821,1,108141317,1677.69551,64458.25025,55.25024826,92693.0934
2,1,21,1,2512.50967,788.0289993,12.64603726,1,316923044,4906.35344,64594.4178,191.4178018,939163.3902
2,1,21,1,1631.101183,75.13312939,12.02645277,1,287672404,4437.363597,64829.57678,426.5767828,1892876.287
2,1,21,1,1131.551304,1715.533251,9.071872533,2,162436275,2524.897747,64333.80329,-69.19671258,-174714.6237
2,1,21,1,2299.967185,1519.246492,7.852047259,1,122035647,1891.540854,64516.52723,113.5272318,214741.3969
2,1,21,1,926.9957747,67.99813853,14.57266127,4,421454507,6515.198568,64687.89901,284.8990141,1856173.649
2,1,21,1,883.6406152,2000.956763,24.45468555,8,1189057797,18347.3811,64808.0394,405.0394021,7431412.269
2,1,21,1,2144.736067,1008.689631,6.416170847,1,81415142,1262.995361,64461.94858,58.94857593,74451.77793
2,1,21,1,1248.79166,1711.804686,11.66610103,1,270121551,4175.431682,64693.08362,290.0836238,1211224.354
2,1,21,1,279.0693584,415.2748201,8.515604227,2,143341052,2224.748147,64430.23772,27.23772125,60597.06989
2,1,21,1,1002.860036,1146.313655,13.83268363,1,379459866,5870.333905,64640.25252,237.2525208,1392751.517
2,1,21,1,751.7099899,335.7810688,9.01349185,1,161009582,2492.505107,64597.49333,194.4933282,484775.6137
2,1,21,1,184.6003489,799.5728381,11.21792351,1,249258722,3860.778312,64561.78052,158.7805215,613016.3939
2,1,21,1,326.8313622,1373.838461,8.175643592,2,132495527,2050.660742,64611.13937,208.1393714,426823.2379
2,1,21,1,832.8183359,570.0306488,12.58303445,2,314587982,4857.588115,64762.17714,359.177142,1744734.616
2,1,21,1,679.0888965,1826.234067,7.680321762,1,116898347,1809.708998,64595.10734,192.1073427,347658.3867
2,1,21,1,1471.762708,174.7627654,12.7593175,5,323262683,4994.647058,64721.82703,318.8270339,1592428.507
2,1,21,1,615.6001424,855.3874304,14.56275528,2,421149729,6506.343961,64729.0908,326.0907988,2121658.899
2,1,21,1,592.0631888,963.0737738,7.903302328,2,123737254,1916.315918,64570.38365,167.3836532,320759.959
2,1,21,1,866.6117189,2113.777129,11.90463681,3,280693995,4347.926726,64558.12452,155.124521,674470.0507
2,1,21,1,2258.836468,1988.595037,7.45322172,1,110172722,1704.268425,64645.16997,242.1699679,412722.6297
2,1,21,1,1433.133952,1498.403357,8.152831957,2,131620053,2039.233222,64543.89403,140.8940343,287315.7955
2,1,21,1,1645.123211,1881.236002,5.473530935,1,59263465,919.1472031,64476.57655,73.57655078,67627.68086
2,1,21,1,37.60971727,125.6862666,6.251045571,1,77146101,1198.823496,64351.50903,-51.49097085,-61728.58567
2,1,21,1,779.0384045,1136.588159,5.767070722,1,65612638,1020.376553,64302.37721,-100.6227898,-102673.1354
2,1,21,1,1461.145083,1852.44201,7.12238791,1,100295751,1556.328113,64443.8343,40.8343004,63551.56967
2,1,21,1,1454.38465,1434.033393,5.797867909,1,66544981,1031.303637,64525.11034,122.1103378,125932.8356
2,1,21,1,326.201429,385.6128363,6.930778634,1,95139375,1473.716588,64557.44326,154.4432572,227605.5901
2,1,21,1,2062.691436,1668.999673,8.63560203,1,147275075,2287.890081,64371.56934,-31.43066457,-71909.90571
2,1,21,1,859.5826071,1957.259966,5.62357223,6,62922097,970.2294913,64852.79778,449.7977826,436407.0738
2,1,21,1,1230.505394,1619.361551,5.254062549,1,54414375,846.9161088,64250.01773,-152.9822745,-129563.1526
2,1,21,1,1405.184153,166.4214258,7.414679775,1,108856752,1686.687844,64538.76595,135.7659469,228994.7723
2,1,21,1,192.6236261,1732.910737,12.47641846,1,308316472,4775.620206,64560.50915,157.5091477,752203.8684
2,1,21,1,495.1123639,1633.42283,6.012373843,1,71439006,1109.026362,64415.96744,12.96743766,14381.23021
2,1,21,1,784.8047823,2060.927484,5.96720539,1,70625194,1092.42565,64649.88622,246.8862159,269704.8349
2,1,21,1,1726.769321,1179.39656,11.17764697,1,247497987,3833.104802,64568.54164,165.5416351,634538.4364
2,1,21,1,630.9605093,625.156754,13.44108079,1,358059519,5542.660767,64600.65554,197.6555433,1095537.625
2,1,21,1,148.1805708,1423.525494,5.298287291,1,55542170,861.2335171,64491.41714,88.41713604,76147.80104
2,1,21,1,1298.286478,1646.388238,5.028009708,1,50095056,775.6077342,64588.13366,185.133657,143591.0962
2,1,21,1,695.4630098,1930.074993,6.026116157,1,71846820,1114.101896,64488.55373,85.55372515,95315.56743
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,1,21,0,0,0,0,1,0,0,64403,0,0
2,0,21,1,378.0605628,1715.367887,8.626691687,1,147319406,2283.171159,64524.03071,114.0307118,260351.6324
2,0,21,1,2179.768274,1230.132151,8.8847772,1,156054187,2421.826346,64436.5717,26.57170245,64352.04906
2,0,21,1,1963.53177,2027.102234,11.12886167,1,245026045,3799.718338,64485.31792,75.3179157,286186.8655
2,0,21,1,1928.047892,1712.027471,10.31207061,1,210699627,3262.433534,64583.57689,173.5768934,566283.0777
2,0,21,1,1536.980402,1224.893719,9.28552916,1,170108228,2645.228739,64307.56837,-102.4316271,-270955.0837
2,0,21,1,1489.170823,1556.602657,9.56071643,1,181142544,2804.3408,64593.62714,183.6271357,514953.0685
2,0,21,1,568.1198874,1939.91688,10.27367834,1,208922408,3238.186402,64518.33899,108.3389897,350821.8434
2,0,21,1,1869.140856,1408.26982,12.2454437,1,296291490,4600.435732,64405.09275,-4.907249046,-22575.48386
2,0,21,1,1002.381789,285.1690849,5.684366523,1,63955869,991.3204428,64515.8379,105.8379026,104919.2765
2,0,21,1,1923.841422,849.7940089,10.44278344,1,215881639,3345.665048,64525.77766,115.7776602,387353.2711
2,0,21,1,725.4821251,536.8847808,13.09548443,1,339314704,5261.299847,64492.56151,82.56150522,434380.8348
2,0,21,1,347.0412838,1665.530693,8.470772867,1,141658618,2201.384933,64349.77176,-60.22823774,-132585.5351
2,0,21,1,194.3915383,43.06210331,10.52499675,1,218760350,3398.551509,64368.7022,-41.29780038,-140352.7018
2,0,21,1,1750.909064,1766.159783,10.53964865,1,219628243,3408.02038,64444.5216,34.52159801,117650.3096
2,0,21,1,1507.090274,2106.440087,9.447891082,1,176743288,2738.543678,64539.15249,129.1524889,353689.7319
2,0,21,1,2008.302821,979.3829214,9.123069119,1,164558582,2553.476389,64444.92015,34.92014745,89167.77202
2,0,21,1,499.0666454,773.7707663,9.169887477,1,166465324,2579.751829,64527.65034,117.6503442,303508.6907
2,0,21,1,1605.577621,1985.200343,6.903364085,1,94342675,1462.081135,64526.2925,116.2925019,170029.0732
2,0,21,1,94.12940271,1233.3117,9.427043159,1,176048677,2726.471151,64570.15946,160.1594586,436670.1434
2,0,21,1,1532.000915,1271.355585,7.117126755,1,100091192,1554.029709,64407.51512,-2.48488243,-3861.581121
2,0,21,1,2057.020618,1518.977571,7.983187136,1,125137482,1955.251086,64000.72242,-409.2775765,-800240.4257
2,0,21,1,1849.843291,920.7864539,12.15127651,1,292111030,4529.953284,64484.33609,74.33608771,336739.0046
2,0,21,1,1022.081461,752.4398083,10.8739703,1,233838249,3627.656863,64459.85875,49.8587488,180870.4323
2,0,21,1,2461.643896,1559.232823,10.11527955,1,202206369,3139.103934,64415.31508,5.31507819,16684.58286
2,0,21,1,2273.618767,713.2889456,10.75195626,1,228769426,3546.703588,64501.98623,91.98623417,326247.9068
2,0,21,1,249.4126328,732.7287792,9.46632726,1,177062333,2749.24184,64404.05875,-5.941252457,-16333.93984
2,0,21,1,1526.728005,1873.158358,10.31983124,1,210666298,3267.345845,64476.27769,66.27768588,216552.1216
2,0,21,1,367.0945051,1425.542748,6.298683639,1,78750959,1217.165146,64700.30732,290.307322,353351.9539
2,0,21,1,2347.42475,1494.326333,6.949490326,1,95699326,1481.684799,64588.18099,178.1809923,264008.0678
2,0,21,1,1726.037553,1585.404032,8.564907113,1,145527453,2250.58402,64662.08403,252.0840303,567336.2903
2,0,21,1,652.0480786,1672.046418,10.08272369,1,201521569,3118.930143,64612.40226,202.4022609,631278.5125
2,0,21,1,1183.602317,717.9228539,7.286483749,1,105107292,1628.868097,64527.81057,117.8105681,191897.8759
2,0,21,1,887.9820902,1064.091701,6.054845235,1,72000751,1124.75002,64014.89194,-395.1080633,-444397.8022
2,0,21,1,1384.820406,303.1199856,9.271251113,1,169927829,2637.100034,64437.38456,27.38455591,72215.81332
2,0,21,1,177.5282981,542.2473887,8.738804462,1,150965316,2342.901118,64435.20593,25.20592738,59054.99543
2,0,21,1,1343.05138,1922.865328,9.806936457,1,190424054,2950.642807,64536.46423,126.4642333,373150.7803
2,0,21,1,502.2396666,1696.29936,13.74043904,1,373776928,5792.30118,64529.95388,119.953877,694808.9834
2,0,21,1,1549.540768,1688.684146,15.10433781,2,450993750,6999.278849,64434.31669,24.31669181,170199.3067
2,0,21,1,2268.135414,2036.68524,16.09707898,3,512018322,7949.577838,64408.24059,-1.759410111,-13986.56763
2,0,21,1,2300.02859,1983.636391,7.530170201,1,111886862,1739.640465,64316.08385,-93.91614703,-163380.3297
2,0,21,1,2110.288571,1707.588027,7.238743991,1,103719556,1607.593905,64518.50538,108.5053755,174432.5803
2,0,21,1,1463.191359,976.3594053,6.531791492,1,84477899,1308.924334,64539.9408,129.9407998,170082.6747
2,0,21,1,2179.429038,2027.306346,5.434953414,1,58541311,906.2365369,64598.26835,188.2683527,170615.66
2,0,21,1,1478.036199,1830.434134,12.74576573,1,320984103,4984.042986,64402.35446,-7.645542897,-38105.71445
2,0,21,1,1727.188732,640.9616706,11.43934221,1,259010727,4014.690042,64515.74699,105.746995,424541.4077
2,0,21,1,1811.851333,1203.426037,7.798808822,1,120277355,1865.977766,64458.08583,48.08583263,89727.09455
2,0,21,1,2265.154982,1038.771301,9.773287326,1,189112158,2930.429312,64533.94294,123.9429418,363206.0296
2,0,21,1,1783.400331,1835.688239,10.74405536,1,228323205,3541.493024,64470.88938,60.88938346,215639.3268
2,0,21,1,514.7544959,1037.73856,5.865364486,2,68003126,1055.455498,64430.12152,20.12151753,21237.36631
2,0,21,1,739.5745405,1025.436827,8.757343256,1,151148564,2352.852281,64240.56675,-169.4332469,-398651.4014
2,0,21,1,1308.173912,1696.761726,10.20268534,1,205768811,3193.588105,64431.85666,21.85665582,69801.15604
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
2,0,21,0,0,0,0,1,0,0,64410,0,0
3,1,21,1,175.35933,639.5304843,12.34140089,2,301762888,4672.817674,64578.35701,193.3570066,903522.0379
3,1,21,1,118.1951656,967.4273866,9.670190504,2,185332662,2868.930158,64599.92116,214.9211634,616593.807
3,1,21,1,1523.976429,123.1245112,11.98094024,3,284535752,4403.841909,64610.80072,225.8007168,994390.66
3,1,21,1,713.3104786,42.38930168,10.90255509,2,235410191,3646.754231,64553.34691,168.3469131,613919.8176
3,1,21,1,2497.875206,1842.665396,9.814550634,2,190346480,2955.226387,64410.1179,25.1178958,74229.06844
3,1,21,1,1410.058416,188.9889089,10.17107575,2,204274496,3173.830237,64362.13683,-22.86316562,-72563.80635
3,1,21,1,2457.934374,720.4991003,15.60330631,2,482459523,7469.356435,64591.84632,206.8463243,1545008.923
3,1,21,1,1489.25062,2109.997398,9.681027037,2,185848489,2875.363676,64634.77666,249.7766569,718198.7262
3,1,21,1,768.8966392,257.1560743,9.217109013,2,167763258,2606.38978,64366.14326,-18.85673894,-49148.01166
3,1,21,1,1559.424149,2027.793326,10.60830944,2,222870003,3452.568272,64551.94668,166.9466844,576394.8256
3,1,21,1,387.2167373,2056.563031,13.01447904,2,335431823,5196.410988,64550.67234,165.6723391,860901.5632
3,1,21,1,1098.234262,782.6177875,13.31833603,2,351515553,5441.891172,64594.37388,209.3738846,1139389.894
3,1,21,1,294.7044953,1822.458474,14.39667836,2,410932891,6358.79055,64624.37908,239.3790791,1522161.426
3,1,21,1,876.066991,518.6980994,8.000390058,1,126411113,1963.686883,64374.37359,-10.62640716,-20866.93634
3,1,21,1,2534.392309,1957.550081,6.276880892,1,77932510,1208.753352,64473.45926,88.45925855,106925.4253
3,1,21,1,1663.982809,1291.35297,11.05076054,2,242274129,3746.573464,64665.52207,280.5220706,1050996.546
3,1,21,1,581.488285,1922.025449,14.06051912,2,391954606,6065.30475,64622.40929,237.4092862,1439959.671
3,1,21,1,344.3790242,47.76147105,9.485598772,,178153889,2760.447026,64538.05754,153.0575366,422507.2216
3,1,21,1,1752.750696,315.5663722,12.58457242,5,314031971,4858.775635,64631.91442,246.9144164,1199701.75
3,1,21,1,566.8098851,122.5212873,11.88218869,2,279196168,4331.544749,64456.48936,71.48935563,309659.343
3,1,21,1,996.7056096,1540.642118,7.508850478,1,111565294,1729.803729,64495.92642,110.9264172,191880.9301
3,1,21,1,1816.604644,1920.941705,11.99587199,3,285142042,4414.825693,64587.38393,202.3839316,893489.7811
3,1,21,1,1017.502562,1590.213659,13.55920706,1,364050284,5640.511665,64542.06739,157.0673905,885940.4486
3,1,21,1,1678.671756,1094.581235,14.90681418,1,440122485,6817.412801,64558.57931,173.5793099,1183361.809
3,1,21,1,1016.189059,1690.685514,5.516030061,2,60177176,933.4760176,64465.69046,80.69045928,75322.60858
3,1,21,1,1727.371876,2078.789305,13.93116012,2,384145410,5954.214606,64516.55431,131.5543111,783302.6006
3,1,21,1,676.4889641,2072.744225,13.57417564,2,364750878,5652.972139,64523.73531,138.7353078,784266.8296
3,1,21,1,319.1831812,2016.861706,9.402994909,1,175290638,2712.578518,64621.40612,236.4061152,641270.1496
3,1,21,1,1971.116369,1682.043785,15.83078089,2,496779261,7688.729676,64611.35739,226.3573929,1740400.804
3,1,21,1,926.6161893,1159.499225,15.53345844,3,477862887,7402.633282,64553.09466,168.0946646,1244343.158
3,1,21,1,2012.574954,543.2108023,7.259365135,2,104239911,1616.766116,64474.32933,89.32932885,144424.632
3,1,21,1,1652.728313,1664.015163,12.21970912,3,296141212,4581.119834,64643.84751,258.8475149,1185811.484
3,1,21,1,1267.337032,1939.778863,7.606841334,2,114514252,1775.246362,64506.11838,121.1183774,215014.959
3,1,21,1,1034.229229,27.49112758,8.327909238,2,137481917,2127.756289,64613.56394,228.5639415,486328.3639
3,1,21,1,2258.918167,818.6782375,11.09409469,2,243380776,3776.014496,64454.40723,69.40722859,262082.7013
3,1,21,1,1183.041061,1933.721935,10.66446545,2,225104066,3489.217958,64514.18877,129.1887669,450767.7654
3,1,21,1,945.8559734,311.8337206,6.817180689,2,92267839,1425.803007,64712.8941,327.8941044,467512.4
3,1,21,1,2417.846112,61.53467419,6.578714455,1,85406496,1327.797936,64321.9075,-63.09250014,-83774.09144
3,1,21,1,1159.818738,1117.448186,9.304707861,2,171274288,2656.167145,64481.7433,96.74330141,256966.3787
3,1,21,1,1510.936989,492.8472105,8.737885635,2,151147533,2342.408463,64526.54838,141.5483759,331564.1136
3,1,21,1,1739.615831,1630.238311,7.84909213,4,122076992,1890.117354,64586.99073,201.9907283,381786.1809
3,1,21,1,1390.339399,1243.493379,9.962328126,1,196288752,3044.889943,64464.97433,79.97432955,243513.0317
3,1,21,1,718.4257067,1736.936483,14.88074075,1,438928989,6793.585052,64609.33155,224.3315476,1524015.449
3,1,21,1,1774.335661,680.5475107,13.34460035,1,353035338,5463.375616,64618.53674,233.5367434,1275898.949
3,1,21,1,1750.855294,1730.514505,9.601663272,3,182527080,2828.413221,64533.38524,148.3852394,419694.7728
3,1,21,1,1283.855986,949.3103771,6.027419825,3,71977072,1114.58399,64577.52188,192.5218829,214581.8084
3,1,21,1,1551.546249,1547.866786,6.44210521,1,81840825,1273.226129,64278.31091,-106.6890852,-135839.331
3,1,21,1,1646.973621,690.859007,11.30164439,2,253366804,3918.620374,64657.14456,272.1445556,1066431.2
3,1,21,1,671.2247337,1881.180431,6.815651693,1,91999047,1425.163504,64553.32789,168.3278933,239894.7703
3,1,21,1,1700.015883,477.6997367,8.6943004,1,149578957,2319.098522,64498.75051,113.7505058,263798.6299
3,1,21,1,828.6620102,267.2860467,5.19955738,2,53382786,829.4355901,64360.37546,-24.6245376,-20424.46788
3,1,21,1,1265.346131,486.7508258,13.74764024,4,375111261,5798.374122,64692.49018,307.4901845,1782943.129
3,1,21,1,118.2369342,291.4732246,15.11463716,1,451921324,7008.827445,64478.87718,93.87717946,657968.9519
3,1,21,1,1512.080447,1347.72089,7.444664843,2,109759748,1700.357406,64550.98651,165.9865054,282236.3839
3,1,21,1,927.6093727,1753.189071,10.46885349,1,217137152,3362.390579,64578.20616,193.2061563,649634.5598
3,1,21,1,1181.361432,562.7259055,8.022499454,1,127314212,1974.555333,64477.4091,92.409103,182466.8872
3,1,21,1,879.979335,309.7283745,11.27758768,1,252412572,3901.955753,64688.73251,303.7325123,1185150.824
3,1,21,1,1237.399695,441.1915427,11.50833491,3,262882846,4063.26269,64697.47738,312.4773821,1269677.688
3,1,21,1,1798.205288,1851.818677,7.228605793,1,103359817,1603.094038,64475.20517,90.20517264,144607.3744
3,1,21,1,115.4074135,385.326424,6.771044728,1,90586186,1406.569777,64402.19853,17.19853031,24190.93293
3,1,21,1,1650.45305,28.9824613,8.271659184,2,135331821,2099.109915,64471.05035,86.05034839,180629.1395
3,1,21,1,1815.275905,1665.418214,6.936656834,1,95244924,1476.217454,64519.57586,134.5758564,198663.2281
3,1,21,1,1032.191322,831.5939734,10.13056262,2,203237464,3148.596781,64548.58406,163.5840591,515060.2419
3,1,21,1,1039.529365,964.5982221,16.24762796,1,522814575,8098.971082,64553.20926,168.2092567,1362321.905
3,1,21,1,1240.463743,221.8184073,6.886316072,1,93444617,1454.868767,64228.89754,-156.102457,-227108.5892
3,1,21,1,1607.246293,303.1070454,9.693703146,2,186558526,2882.898473,64712.13876,327.1387587,943107.8278
3,1,21,1,981.8772667,1305.416769,11.36467122,4,255540651,3962.448843,64490.58678,105.5867812,418382.2192
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
3,1,21,0,0,0,0,1,0,0,64385,0,0
