dataFile,objNum,isGood,cy.RNA,GAPDH.RNA,alexa.RNA
data001.mat,1,1,27,731,0
data001.mat,2,1,2,634,1
data002.mat,1,1,103,792,0
data002.mat,2,1,80,797,0
data002.mat,3,1,1,391,0
data003.mat,1,1,17,505,1
data003.mat,2,1,23,674,2
data004.mat,1,1,16,854,2
data005.mat,1,1,7,915,2
data005.mat,2,1,4,1173,0
data006.mat,1,1,36,891,0
data006.mat,2,1,28,658,0
data007.mat,1,1,36,1002,11
data007.mat,2,1,8,797,3
data007.mat,3,1,6,747,0
data008.mat,1,1,2,934,0
data008.mat,2,1,33,1231,1
data008.mat,3,1,16,708,0
data008.mat,4,1,25,1349,0
data009.mat,1,1,1,827,0
data009.mat,2,1,3,546,0
data010.mat,1,1,13,565,0
data010.mat,2,1,2,728,0
data011.mat,1,0,103,1303,0
data011.mat,2,1,45,919,0
data012.mat,1,1,71,1513,0
data012.mat,2,1,16,1392,0
data012.mat,3,1,2,430,0
data013.mat,1,1,9,1127,0
data013.mat,2,1,3,572,0
data014.mat,1,1,3,367,0
data014.mat,2,1,3,1045,0
data014.mat,3,1,1,673,0
data015.mat,1,1,17,1313,0
data015.mat,2,1,2,635,0
data015.mat,3,1,12,648,0
data016.mat,1,1,90,1100,0
data016.mat,2,1,51,1331,0
data017.mat,1,1,2,413,0
data017.mat,2,1,11,1197,0
data018.mat,1,1,6,946,0
data018.mat,2,1,13,692,3
data018.mat,3,1,8,453,0
data019.mat,1,1,4,1149,0
data019.mat,2,1,36,284,3
data020.mat,1,1,5,582,0
data020.mat,2,1,4,535,3
data021.mat,1,1,1,794,1
data021.mat,2,1,9,745,0
data022.mat,1,1,5,578,0
data022.mat,2,1,0,327,0
data022.mat,3,1,346,1283,0
data023.mat,1,1,5,859,0
data023.mat,2,1,3,900,0
data023.mat,3,1,1,838,0
data024.mat,1,1,4,723,2
data024.mat,2,1,2,615,0
data025.mat,1,1,25,1077,0
data025.mat,2,1,34,1051,1
data026.mat,1,1,5,722,0
data026.mat,2,1,20,688,8
data026.mat,3,1,7,572,1
data027.mat,1,1,7,1287,0
data027.mat,2,1,21,696,0
data028.mat,1,1,15,574,1
data028.mat,2,1,7,1014,1
data029.mat,1,1,6,778,4
data030.mat,1,1,3,563,0
data030.mat,2,1,38,274,0
data030.mat,3,1,13,660,0
data031.mat,1,1,2,712,2
data031.mat,2,1,14,1036,0
data032.mat,1,1,30,660,0
data032.mat,2,1,158,1064,0
data032.mat,3,1,5,667,3
data033.mat,1,1,8,368,1
data033.mat,2,1,3,593,0
data033.mat,3,1,4,753,0
data034.mat,1,1,2,655,1
data034.mat,2,1,2,592,3
data035.mat,1,1,7,978,0
data035.mat,2,1,2,852,0
data035.mat,3,1,4,1249,0
data036.mat,1,1,4,823,0
data036.mat,2,1,3,822,0
data036.mat,3,1,14,944,0
data037.mat,1,1,101,1356,5
data037.mat,2,1,96,850,2
data038.mat,1,1,5,694,0
data038.mat,2,1,7,556,0
data038.mat,3,1,3,411,3
data039.mat,1,1,3,530,0
data039.mat,2,1,12,666,1
data039.mat,3,1,23,1026,0
data040.mat,1,1,1,1262,0
data040.mat,2,1,2,2511,0
data041.mat,1,1,5,564,0
data041.mat,2,1,4,673,0
data041.mat,3,1,10,445,0
data042.mat,1,1,10,799,0
data042.mat,2,1,1,518,0
data042.mat,3,1,70,468,0
data043.mat,1,1,5,665,1
data043.mat,2,1,21,464,0
data043.mat,3,1,6,743,0
data043.mat,4,1,2,1142,0
data044.mat,1,1,3,745,0
data044.mat,2,1,27,547,0
data044.mat,3,1,53,820,0
