objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,5,353,1196,6
1,2,true,38,407,712,2
1,3,true,28,229,684,0
3,1,true,51,259,1027,3
3,2,true,136,172,844,1
3,3,true,131,181,799,1
4,1,true,112,175,892,3
4,2,true,38,135,993,1
5,1,true,51,587,1733,0
5,2,true,21,384,1001,2
5,3,true,157,404,1505,0
6,1,true,2,746,1513,2
6,2,true,171,968,1793,4
7,1,true,28,577,948,0
7,2,true,12,309,955,0
7,3,true,9,353,925,3
7,4,true,16,216,771,0
8,1,true,82,304,1445,2
8,2,false,148,770,1432,1
9,1,true,1,860,1428,2
10,1,true,23,484,807,2
10,2,true,47,624,767,2
11,1,true,131,386,1017,2
11,2,true,166,358,1099,1
11,3,true,16,507,1028,1
12,1,true,5,507,1144,1
12,2,true,62,344,1068,0
12,3,true,3,237,427,3
13,1,true,3,454,1311,1
13,2,true,3,506,1170,3
13,3,true,14,268,889,2
14,1,true,10,229,796,0
14,2,true,542,372,1969,9
15,1,true,4,431,1272,2
15,2,true,8,110,1056,0
16,1,true,3,164,869,0
16,2,true,10,149,963,0
16,3,true,505,360,1287,2
17,1,true,24,281,1021,1
17,2,true,23,157,582,0
17,3,true,18,295,797,0
18,1,true,42,352,1178,5
18,2,true,83,515,1304,2
19,1,true,33,275,1179,1
19,2,true,21,281,1151,0
19,3,true,1,270,888,1
20,1,true,142,280,946,1
20,2,true,286,322,1666,1
21,1,true,37,399,993,4
21,2,true,71,647,1306,8
