objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,884,717,1043,2
1,2,true,62,4,927,1
1,3,true,62,59,1342,1
1,4,true,124,11,1574,15
2,1,true,725,414,867,5
2,2,true,326,39,1341,8
2,3,true,87,38,929,8
2,4,true,287,43,794,3
2,5,true,324,296,1109,0
3,1,false,358,20,1069,5
3,2,true,209,46,528,3
3,3,true,554,242,1203,2
3,4,true,564,384,883,4
4,1,true,438,154,768,3
4,2,true,340,104,778,3
5,1,true,225,83,1117,1
5,2,true,410,64,1169,2
6,1,true,154,15,733,1
6,2,true,473,614,1135,3
6,3,true,271,27,817,4
7,1,true,570,402,1030,4
7,2,true,633,69,1138,0
8,1,true,193,18,1636,17
8,2,true,756,577,1094,3
8,3,true,296,227,849,1
9,1,true,312,87,869,3
9,2,true,477,505,1834,1
9,3,true,456,178,684,2
10,1,true,230,236,780,3
10,2,true,319,65,741,0
10,3,true,269,50,878,1
10,4,true,320,81,969,1
11,1,true,715,146,1100,2
11,2,true,351,507,1442,1
11,3,true,213,469,1299,1
12,1,true,856,198,1211,7
12,2,false,390,212,985,1
12,3,true,955,336,1377,6
13,1,true,654,207,1134,11
13,2,true,686,240,1412,3
14,1,true,691,49,1216,1
14,2,true,194,64,752,2
14,3,true,190,84,869,5
15,1,true,487,88,1079,2
15,2,true,487,21,1237,2
16,1,false,427,329,1400,2
16,2,true,2,4,834,1
16,3,true,739,558,1393,3
17,1,true,5,4,1479,0
17,2,true,145,19,1195,0
17,3,true,661,196,1275,5
17,4,true,476,203,1336,3
18,1,true,382,207,590,14
18,2,true,204,3,1471,2
18,3,true,405,45,504,2
18,4,true,6,3,1371,2
19,1,false,2,7,1267,5
19,2,true,197,65,1069,1
19,3,true,388,113,1097,27
20,1,true,399,171,748,3
20,2,true,484,145,858,4
20,3,true,423,133,890,1
20,4,true,456,125,883,3
20,5,true,210,20,1101,2
21,1,true,197,127,902,1
21,2,true,956,216,1347,12
21,3,true,130,100,700,3
22,1,true,805,394,1479,4
22,2,true,189,15,882,3
22,3,true,575,295,1507,1
23,1,true,50,65,1041,4
23,2,true,144,466,920,0
24,1,true,448,101,778,2
24,2,true,651,77,761,3
24,3,true,123,313,888,6
25,1,true,580,10,1415,3
25,2,true,815,318,856,5
25,3,true,605,21,1378,5
26,1,true,390,84,726,2
26,2,true,373,88,631,2
26,3,true,453,48,584,4
26,4,true,621,71,1088,7
26,5,true,976,206,1347,6
27,1,true,128,89,768,2
27,2,true,160,97,1075,6
27,3,true,848,851,1168,5
27,4,true,460,349,948,3
27,5,true,159,4,683,2
27,6,true,117,2,523,1
28,1,true,463,1131,1103,2
28,2,false,534,332,1072,3
28,3,true,189,16,679,4
28,4,true,3,3,1608,3
29,1,true,327,315,915,3
29,2,true,628,87,989,5
29,3,true,214,112,825,5
29,4,true,8,6,837,0
30,1,true,813,900,754,4
30,2,true,243,292,608,1
30,3,true,373,731,839,4
30,4,true,145,41,1123,2
31,1,true,480,586,910,2
31,2,true,438,184,1160,3
31,3,true,651,121,1059,0
32,1,true,149,80,685,4
32,2,true,568,127,1081,4
32,3,true,1134,621,1347,6
32,4,true,210,115,710,7
32,5,true,115,96,711,1
33,1,true,970,233,1409,7
33,2,true,53,131,724,3
33,3,true,614,130,910,5
33,4,true,83,129,836,7
