objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,345,86,1482,2
1,2,true,209,18,808,0
1,3,true,190,120,1142,0
2,1,true,356,256,1086,5
2,2,true,141,646,1246,1
2,3,true,268,227,1178,4
3,1,true,135,450,1317,2
3,2,true,116,122,1126,4
3,3,true,119,90,1028,1
3,4,true,230,440,1306,0
4,1,true,539,260,1685,4
4,2,true,63,62,1059,1
4,3,true,383,373,1339,0
5,1,true,565,150,385,1
5,2,true,286,38,1251,0
5,3,true,456,175,1029,20
5,4,true,453,40,910,24
6,1,true,321,87,1420,1
6,2,true,184,144,1179,2
6,3,true,435,149,1056,0
6,4,true,146,24,813,1
7,1,true,2180,1105,2754,4
7,2,true,303,340,960,0
8,1,true,303,110,590,1
8,2,true,318,393,553,1
8,3,true,76,38,886,0
9,1,true,81,83,768,7
9,2,true,622,148,1037,0
9,3,true,108,129,1019,2
10,1,true,356,299,1362,0
10,2,true,339,602,1297,5
10,3,true,615,177,1236,2
11,1,true,140,223,1256,6
11,2,true,291,184,1444,2
11,3,true,353,34,942,3
11,4,true,161,174,884,1
12,1,true,488,232,1292,1
12,2,true,198,41,757,3
12,3,true,561,181,1229,1
13,1,true,108,544,583,3
13,2,true,351,27,1374,2
13,3,true,140,685,446,3
13,4,true,230,520,808,9
13,5,true,198,283,1056,7
14,1,true,436,80,622,2
14,2,true,236,702,1206,0
14,3,true,231,370,954,0
15,1,true,125,608,1436,2
15,2,true,229,525,856,3
15,3,true,35,203,828,3
16,1,true,454,407,935,1
16,2,true,505,3,865,7
16,3,true,261,298,723,1
