objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,0,64,1351,5
1,2,true,0,257,1086,8
1,3,true,1,651,1335,12
2,1,true,1,296,709,4
2,2,true,65,1189,1357,12
3,1,true,4,603,1012,6
3,2,true,4,452,738,2
3,3,true,37,286,862,1
4,1,true,0,557,1133,2
4,2,true,1,229,936,10
4,3,true,5,421,1389,11
4,4,true,0,454,1610,10
5,1,true,3,694,1508,6
5,2,false,6,656,751,5
5,3,true,3,710,1394,7
6,1,true,4,550,1160,7
6,2,true,3,828,1545,4
7,1,true,3,437,1150,7
7,2,true,7,246,1349,12
7,3,true,2,345,647,0
7,4,true,8,385,931,2
8,1,true,10,794,1375,7
8,2,true,1,599,867,6
8,3,true,8,663,1859,10
8,4,true,8,585,1499,1
9,1,true,1,431,814,4
9,2,true,0,344,656,0
10,1,true,3,827,1285,10
10,2,true,1,337,1160,8
11,1,true,2,441,1760,5
11,2,true,6,550,2271,8
12,1,true,1,196,590,1
12,2,true,1,682,1156,3
12,3,true,0,250,501,2
12,4,true,0,441,861,4
13,1,true,2,387,793,4
13,2,true,7,310,768,4
13,3,true,1,258,1070,3
14,1,true,1,552,651,8
14,2,true,1,213,1170,9
14,3,true,1,669,2076,3
15,1,true,7,243,977,2
15,2,true,1,210,1098,1
15,3,true,7,429,1114,5
15,4,true,17,553,944,0
16,1,true,0,329,643,1
16,2,true,0,354,571,6
16,3,true,2,432,1465,5
17,1,true,1,241,863,1
17,2,true,0,726,1379,11
17,3,true,16,666,1094,3
17,4,true,1,241,714,1
18,1,true,0,123,500,1
18,2,true,3,491,1354,5
18,3,true,1,209,802,0
19,1,true,10,451,758,5
19,2,true,32,381,793,7
19,3,true,11,382,1300,0
20,1,true,1,450,1052,5
20,2,true,1,537,1205,3
20,3,true,11,422,755,3
21,1,true,1,516,1310,4
21,2,true,12,617,1227,7
22,1,true,4,562,1533,6
22,2,false,2,447,755,2
22,3,true,3,584,973,4
23,1,true,2,257,852,1
23,2,true,5,328,1793,7
24,1,true,3,417,799,4
24,2,true,6,365,1014,5
24,3,true,3,392,1041,3
24,4,true,5,455,1095,5
25,1,true,2,330,776,2
25,2,true,33,529,1482,6
25,3,true,8,636,1694,6
25,4,true,7,421,855,10
26,1,true,0,625,1207,3
26,2,true,1,230,721,13
26,3,true,2,418,1114,9
26,4,true,3,633,1239,8
26,5,true,1,704,1566,9
27,1,true,7,264,790,1
27,2,true,18,598,2349,9
28,1,true,1,471,1437,17
28,2,true,5,467,1872,15
28,3,true,9,463,1235,7
29,1,true,10,920,1383,7
29,2,true,3,325,1094,4
29,3,true,0,704,923,1
29,4,true,0,1010,2477,6
30,1,true,0,449,710,4
30,2,true,214,1306,1830,14
30,3,true,209,1163,2431,12
30,4,true,0,223,925,9
31,1,true,2,567,1610,7
31,2,true,2,175,921,2
31,3,true,2,211,894,3
31,4,true,56,850,1943,26
32,1,true,0,327,890,2
32,2,true,3,211,645,1
32,3,true,0,361,790,1
33,1,true,5,109,933,3
33,2,true,4,169,525,1
33,3,true,8,124,703,4
