objArrayNum,objNum,isGood,cy.RNA,tmr.RNA,GAPDH.RNA,alexa.RNA
1,1,true,439,415,460,0
1,2,true,537,621,468,0
1,3,true,637,255,567,0
1,4,true,601,345,883,0
1,5,true,458,289,586,0
1,6,true,560,363,320,0
1,7,true,637,310,373,0
1,8,true,433,741,332,0
1,9,true,382,648,253,0
2,1,true,615,1028,750,1
2,2,true,254,474,356,0
2,3,true,468,534,293,0
2,4,true,334,562,97,1
2,5,true,416,715,130,1
2,6,true,664,230,195,0
2,7,true,479,413,155,0
3,1,true,485,2,79,0
3,2,true,533,270,194,0
4,1,true,308,117,212,5
4,2,true,266,92,246,0
4,3,true,279,198,403,2
4,4,true,317,258,216,2
4,5,true,318,361,100,0
4,6,true,308,367,129,0
5,1,true,472,73,82,2
5,2,true,325,163,277,1
5,3,true,485,536,139,1
6,1,true,523,471,206,0
6,2,true,552,635,328,0
6,3,true,463,179,137,0
6,4,true,630,494,177,1
6,5,true,486,649,146,1
6,6,true,693,477,0,0
6,7,true,613,405,1,0
7,1,true,577,288,902,0
7,2,true,526,159,45,3
7,3,true,590,369,93,3
8,1,true,274,56,179,0
8,2,true,353,4,167,1
9,1,true,127,84,259,0
9,2,true,320,402,140,3
9,3,true,233,361,144,2
9,4,true,172,149,36,0
9,5,true,168,119,147,0
9,6,true,331,128,404,0
9,7,true,333,141,479,1
9,8,true,510,300,214,3
9,9,true,195,101,84,2
9,10,true,401,193,60,0
9,11,true,874,327,147,0
10,1,true,599,62,401,0
10,2,false,413,67,120,3
10,3,true,699,560,89,1
10,4,true,733,908,453,3
10,5,true,444,247,206,0
10,6,true,519,330,45,0
10,7,true,405,201,179,1
10,8,true,479,230,266,0
11,1,true,353,203,424,1
11,2,true,479,157,368,1
11,3,true,463,796,147,5
11,4,true,572,729,181,5
12,1,true,423,186,86,1
12,2,true,493,224,139,5
12,3,true,401,268,101,0
12,4,true,505,427,72,0
13,1,true,365,787,197,0
13,2,true,334,729,149,0
